,Datetime,H4_high,H4_low,Last_Fractal_High,Last_Fractal_Low,Directional_bias,result,daily_momentum
1439,2022-06-01 10:00:00,0.9627,0.95887,0.96197,0.95887,1,1,1.0
1440,2022-06-01 14:00:00,0.96586,0.95887,0.96197,0.95887,1,-1,1.0
1443,2022-06-02 06:00:00,0.96359,0.95748,0.96359,0.95887,-1,-1,1.0
1445,2022-06-02 18:00:00,0.96359,0.95685,0.96359,0.95748,-1,-1,1.0
1446,2022-06-02 22:00:00,0.96359,0.95675,0.96359,0.95748,-1,-1,1.0
1447,2022-06-03 06:00:00,0.96359,0.95563,0.96359,0.95748,-1,1,1.0
1449,2022-06-03 10:00:00,0.96424,0.95563,0.96359,0.95563,-1,1,1.0
1452,2022-06-06 14:00:00,0.97132,0.9605,0.96424,0.9605,1,1,1.0
1453,2022-06-06 18:00:00,0.97138,0.9605,0.96424,0.9605,1,1,1.0
1454,2022-06-06 22:00:00,0.97242,0.9605,0.96424,0.9605,1,1,1.0
1455,2022-06-07 02:00:00,0.97301,0.9605,0.96424,0.9605,1,1,1.0
1456,2022-06-07 06:00:00,0.97667,0.9605,0.96424,0.9605,1,1,1.0
1457,2022-06-07 10:00:00,0.97787,0.9605,0.96424,0.9605,1,1,1.0
1460,2022-06-08 06:00:00,0.97887,0.97155,0.97787,0.97155,-1,1,1.0
1463,2022-06-08 22:00:00,0.97925,0.97301,0.97887,0.97301,-1,1,1.0
1464,2022-06-09 06:00:00,0.98008,0.97301,0.97887,0.97301,-1,-1,1.0
1466,2022-06-09 10:00:00,0.98008,0.97235,0.98008,0.97301,1,1,1.0
1468,2022-06-09 18:00:00,0.98172,0.97235,0.98008,0.97235,-1,1,1.0
1471,2022-06-10 10:00:00,0.9892,0.97655,0.98172,0.97655,1,1,1.0
1472,2022-06-10 14:00:00,0.98977,0.97655,0.98172,0.97655,1,1,1.0
1474,2022-06-12 22:00:00,0.98996,0.97655,0.98977,0.97655,1,1,1.0
1475,2022-06-13 06:00:00,0.99358,0.97655,0.98977,0.97655,1,1,1.0
1476,2022-06-13 10:00:00,0.99451,0.97655,0.98977,0.97655,1,1,1.0
1477,2022-06-13 14:00:00,0.99783,0.97655,0.98977,0.97655,1,1,1.0
1478,2022-06-13 18:00:00,0.9994,0.97655,0.98977,0.97655,1,1,1.0
1481,2022-06-14 14:00:00,1.00275,0.98732,0.9994,0.98732,1,1,1.0
1482,2022-06-14 18:00:00,1.00365,0.98732,0.9994,0.98732,1,1,1.0
1485,2022-06-15 18:00:00,1.00492,0.99306,1.00365,0.99607,-1,-1,1.0
1487,2022-06-16 06:00:00,0.99887,0.97699,1.00492,0.99607,-2,-1,1.0
1489,2022-06-16 10:00:00,0.99887,0.97145,0.99887,0.99607,-2,-1,1.0
1490,2022-06-16 14:00:00,0.99887,0.96349,0.99887,0.99607,-2,-1,1.0
1491,2022-06-16 18:00:00,0.99887,0.96294,0.99887,0.99607,-2,-1,1.0
1494,2022-06-17 10:00:00,0.97111,0.96191,0.97111,0.96294,1,1,1.0
1496,2022-06-17 14:00:00,0.97325,0.96191,0.97111,0.96191,-1,-1,1.0
1503,2022-06-22 10:00:00,0.9689,0.95988,0.9689,0.96317,-1,-1,1.0
1504,2022-06-22 14:00:00,0.9689,0.95799,0.9689,0.96317,-1,-1,1.0
1507,2022-06-23 14:00:00,0.96779,0.95665,0.96779,0.95799,1,-1,1.0
1510,2022-06-24 10:00:00,0.96323,0.95383,0.96323,0.95665,1,-1,1.0
1511,2022-06-24 14:00:00,0.96323,0.95214,0.96323,0.95665,1,-1,1.0
1518,2022-06-29 10:00:00,0.95775,0.94948,0.95775,0.95331,1,1,1.0
1520,2022-06-30 06:00:00,0.95887,0.95291,0.95775,0.94948,-1,1,1.0
1522,2022-06-30 10:00:00,0.96051,0.95291,0.95775,0.95291,-1,1,1.0
1524,2022-07-01 10:00:00,0.96314,0.95291,0.96051,0.95291,1,1,1.0
1525,2022-07-01 14:00:00,0.96412,0.95291,0.96051,0.95291,1,1,1.0
1529,2022-07-05 06:00:00,0.96603,0.95926,0.96169,0.95593,2,1,1.0
1531,2022-07-05 10:00:00,0.96805,0.95926,0.96169,0.95926,2,1,1.0
1532,2022-07-05 14:00:00,0.97044,0.95926,0.96169,0.95926,2,1,1.0
1535,2022-07-06 10:00:00,0.97254,0.9671,0.97044,0.9671,-1,1,1.0
1536,2022-07-06 14:00:00,0.97435,0.9671,0.97044,0.9671,-1,1,1.0
1539,2022-07-07 14:00:00,0.97457,0.96812,0.97435,0.96812,-1,1,1.0
1540,2022-07-07 18:00:00,0.97483,0.96812,0.97435,0.96812,-1,1,1.0
1542,2022-07-08 06:00:00,0.97974,0.96812,0.97483,0.96812,1,1,1.0
1544,2022-07-11 06:00:00,0.98171,0.96812,0.97974,0.96812,2,1,1.0
1545,2022-07-11 10:00:00,0.98429,0.96812,0.97974,0.96812,2,1,1.0
1548,2022-07-11 22:00:00,0.98436,0.97865,0.98429,0.97865,1,1,1.0
1549,2022-07-12 02:00:00,0.98458,0.97865,0.98429,0.97865,1,1,1.0
1550,2022-07-12 06:00:00,0.98577,0.97865,0.98429,0.97865,1,1,1.0
1551,2022-07-12 10:00:00,0.98582,0.97865,0.98429,0.97865,1,-1,1.0
1555,2022-07-13 06:00:00,0.98293,0.97754,0.98293,0.98035,-1,-1,1.0
1556,2022-07-13 10:00:00,0.98293,0.97561,0.98293,0.98035,-1,1,1.0
1559,2022-07-14 06:00:00,0.98622,0.97561,0.98266,0.97561,1,1,1.0
1560,2022-07-14 10:00:00,0.98855,0.97561,0.98266,0.97561,1,-1,1.0
1564,2022-07-17 18:00:00,0.9841,0.97545,0.9841,0.97582,-1,-1,1.0
1565,2022-07-17 22:00:00,0.9841,0.97371,0.9841,0.97582,-1,-1,1.0
1566,2022-07-18 02:00:00,0.9841,0.97361,0.9841,0.97582,-1,-1,1.0
1567,2022-07-18 10:00:00,0.97895,0.97313,0.9841,0.97582,-1,-1,1.0
1569,2022-07-18 14:00:00,0.97895,0.97306,0.97895,0.97582,-1,-1,1.0
1572,2022-07-19 06:00:00,0.97862,0.96828,0.97862,0.97306,-2,-1,1.0
1573,2022-07-19 10:00:00,0.97862,0.96606,0.97862,0.97306,-2,-1,1.0
1574,2022-07-19 14:00:00,0.97862,0.96536,0.97862,0.97306,-2,-1,1.0
1582,2022-07-22 10:00:00,0.97034,0.96007,0.97034,0.96581,-1,-1,1.0
1583,2022-07-22 14:00:00,0.97034,0.95995,0.97034,0.96581,-1,-1,1.0
1590,2022-07-27 18:00:00,0.96587,0.9583,0.96587,0.96153,-2,-1,1.0
1591,2022-07-27 22:00:00,0.96587,0.95715,0.96587,0.96153,-2,-1,1.0
1592,2022-07-28 06:00:00,0.96587,0.9568,0.96587,0.96153,-2,-1,1.0
1593,2022-07-28 10:00:00,0.96314,0.95581,0.96587,0.96153,-2,-1,1.0
1595,2022-07-28 14:00:00,0.96314,0.95566,0.96314,0.96153,-2,-1,1.0
1596,2022-07-28 18:00:00,0.96314,0.95422,0.96314,0.96153,-2,-1,1.0
1597,2022-07-28 22:00:00,0.96314,0.95361,0.96314,0.96153,-2,-1,1.0
1598,2022-07-29 02:00:00,0.96314,0.95095,0.96314,0.96153,-2,-1,1.0
1599,2022-07-29 06:00:00,0.96314,0.95019,0.96314,0.96153,-2,-1,1.0
1602,2022-08-01 02:00:00,0.95937,0.95003,0.95937,0.95019,-1,-1,1.0
1603,2022-08-01 06:00:00,0.95937,0.94831,0.95937,0.95019,-1,-1,1.0
1604,2022-08-01 10:00:00,0.95937,0.94816,0.95937,0.95019,-1,-1,1.0
1607,2022-08-01 22:00:00,0.95157,0.94699,0.95157,0.94816,1,1,1.0
1609,2022-08-02 06:00:00,0.95331,0.94699,0.95157,0.94699,1,1,1.0
1610,2022-08-02 10:00:00,0.95487,0.94699,0.95157,0.94699,1,1,1.0
1611,2022-08-02 14:00:00,0.95674,0.94699,0.95157,0.94699,1,1,1.0
1612,2022-08-02 18:00:00,0.95762,0.94699,0.95157,0.94699,1,1,1.0
1613,2022-08-02 22:00:00,0.95899,0.94699,0.95157,0.94699,1,1,1.0
1615,2022-08-03 06:00:00,0.95975,0.95417,0.95157,0.95417,1,1,1.0
1616,2022-08-03 10:00:00,0.96138,0.95417,0.95157,0.95417,1,1,1.0
1617,2022-08-03 14:00:00,0.9651,0.95417,0.95157,0.95417,1,-1,1.0
1620,2022-08-04 22:00:00,0.96223,0.95377,0.96223,0.95417,1,1,1.0
1622,2022-08-05 10:00:00,0.96438,0.95372,0.96223,0.95377,-1,1,1.0
1624,2022-08-05 14:00:00,0.96494,0.95372,0.96223,0.95372,-1,-1,1.0
1626,2022-08-08 14:00:00,0.96494,0.95214,0.96494,0.95372,1,-1,1.0
1628,2022-08-09 06:00:00,0.96494,0.95158,0.96494,0.95214,-1,-1,1.0
1629,2022-08-09 10:00:00,0.96494,0.95106,0.96494,0.95214,-1,-1,1.0
1631,2022-08-10 06:00:00,0.96494,0.94948,0.96494,0.95106,-2,-1,1.0
1632,2022-08-10 10:00:00,0.96494,0.94065,0.96494,0.95106,-2,-1,1.0
1633,2022-08-10 14:00:00,0.96494,0.93932,0.96494,0.95106,-2,-1,1.0
1636,2022-08-11 06:00:00,0.94454,0.93906,0.94454,0.93932,-1,-1,1.0
1637,2022-08-11 10:00:00,0.94454,0.93702,0.94454,0.93932,-1,1,1.0
1639,2022-08-12 14:00:00,0.94501,0.93702,0.94454,0.93702,-1,1,1.0
1641,2022-08-15 06:00:00,0.94669,0.93702,0.94501,0.93702,1,1,1.0
1643,2022-08-15 18:00:00,0.94709,0.93702,0.94669,0.93702,-1,1,1.0
1645,2022-08-16 06:00:00,0.95068,0.93702,0.94709,0.93702,1,1,1.0
1646,2022-08-16 10:00:00,0.95135,0.93702,0.94709,0.93702,1,1,1.0
1649,2022-08-17 06:00:00,0.95216,0.94824,0.95135,0.94824,1,1,1.0
1650,2022-08-17 10:00:00,0.95429,0.94824,0.95135,0.94824,1,1,1.0
1651,2022-08-17 14:00:00,0.9543,0.94824,0.95135,0.94824,1,1,1.0
1654,2022-08-18 06:00:00,0.95439,0.94972,0.9543,0.94972,1,1,1.0
1656,2022-08-18 14:00:00,0.95709,0.95008,0.9543,0.95008,1,1,1.0
1657,2022-08-18 22:00:00,0.95851,0.95008,0.9543,0.95008,1,1,1.0
1658,2022-08-19 02:00:00,0.95921,0.95008,0.9543,0.95008,1,1,1.0
1661,2022-08-19 14:00:00,0.95976,0.95526,0.95921,0.95526,-1,1,1.0
1663,2022-08-21 22:00:00,0.95983,0.95526,0.95976,0.95526,-1,1,1.0
1664,2022-08-22 06:00:00,0.96048,0.95526,0.95976,0.95526,-1,1,1.0
1666,2022-08-22 14:00:00,0.96585,0.95734,0.95976,0.95734,-1,1,1.0
1668,2022-08-23 06:00:00,0.96683,0.95734,0.96585,0.95734,-1,1,1.0
1669,2022-08-23 10:00:00,0.96919,0.95734,0.96585,0.95734,-1,1,1.0
1678,2022-08-28 22:00:00,0.96979,0.95772,0.96723,0.95772,1,1,1.0
1679,2022-08-29 02:00:00,0.96991,0.95772,0.96723,0.95772,1,1,1.0
1680,2022-08-29 06:00:00,0.97074,0.95772,0.96723,0.95772,1,1,1.0
1683,2022-08-30 06:00:00,0.97229,0.9659,0.97074,0.9659,1,1,1.0
1684,2022-08-30 10:00:00,0.97248,0.9659,0.97074,0.9659,1,1,1.0
1685,2022-08-30 14:00:00,0.9762,0.9659,0.97074,0.9659,1,1,1.0
1688,2022-08-31 06:00:00,0.97933,0.9659,0.9762,0.97261,2,1,1.0
1690,2022-08-31 10:00:00,0.98068,0.97261,0.9762,0.97261,2,1,1.0
1692,2022-08-31 22:00:00,0.98085,0.97261,0.98068,0.97261,-1,1,1.0
1695,2022-09-01 10:00:00,0.98242,0.97435,0.98085,0.97435,1,1,1.0
1696,2022-09-01 14:00:00,0.98607,0.97435,0.98085,0.97435,1,1,1.0
1702,2022-09-06 14:00:00,0.98613,0.97649,0.98369,0.97649,-1,1,1.0
1703,2022-09-06 22:00:00,0.98615,0.97649,0.98369,0.97649,-1,1,1.0
1704,2022-09-07 02:00:00,0.98693,0.97649,0.98369,0.97649,-1,-1,1.0
1706,2022-09-07 18:00:00,0.98693,0.97606,0.98693,0.97649,-1,-1,1.0
1708,2022-09-08 06:00:00,0.98693,0.97362,0.98693,0.97606,-2,-1,1.0
1709,2022-09-08 10:00:00,0.98693,0.97078,0.98693,0.97606,-2,-1,1.0
1710,2022-09-08 14:00:00,0.98693,0.97062,0.98693,0.97606,-2,-1,1.0
1711,2022-09-08 18:00:00,0.98693,0.97001,0.98693,0.97606,-2,-1,1.0
1712,2022-09-08 22:00:00,0.98693,0.96626,0.98693,0.97606,-2,-1,1.0
1713,2022-09-09 02:00:00,0.98693,0.96399,0.98693,0.97606,-2,-1,1.0
1714,2022-09-09 06:00:00,0.98693,0.95595,0.98693,0.97606,-2,-1,1.0
1715,2022-09-09 10:00:00,0.98693,0.95467,0.98693,0.97606,-2,-1,1.0
1718,2022-09-12 06:00:00,0.96625,0.95322,0.96625,0.95467,-1,-1,1.0
1719,2022-09-12 10:00:00,0.96625,0.95129,0.96625,0.95467,-1,-1,1.0
1720,2022-09-12 14:00:00,0.96625,0.95087,0.96625,0.95467,-1,-1,1.0
1722,2022-09-13 06:00:00,0.96625,0.94968,0.96625,0.95087,1,-1,1.0
1723,2022-09-13 10:00:00,0.96323,0.94792,0.96625,0.95087,1,1,1.0
1726,2022-09-14 18:00:00,0.96359,0.95887,0.96323,0.95887,1,1,1.0
1727,2022-09-15 02:00:00,0.96413,0.95887,0.96323,0.95887,1,-1,1.0
1729,2022-09-15 06:00:00,0.96413,0.95615,0.96413,0.95887,-1,-1,1.0
1730,2022-09-15 10:00:00,0.96413,0.95556,0.96413,0.95887,-1,1,1.0
1732,2022-09-16 06:00:00,0.96521,0.95556,0.96413,0.95556,1,1,1.0
1734,2022-09-16 14:00:00,0.96606,0.96035,0.96413,0.96035,1,1,1.0
1736,2022-09-19 02:00:00,0.96778,0.96035,0.96606,0.96035,1,1,1.0
1737,2022-09-19 06:00:00,0.96949,0.96035,0.96606,0.96035,1,1,1.0
1743,2022-09-21 18:00:00,0.96996,0.96196,0.9683,0.96231,-1,1,1.0
1745,2022-09-22 06:00:00,0.9799,0.96202,0.96996,0.96231,2,1,1.0
1747,2022-09-22 10:00:00,0.98499,0.96202,0.96996,0.96202,2,1,1.0
1752,2022-09-25 22:00:00,0.985,0.97558,0.98395,0.97558,1,1,1.0
1753,2022-09-26 06:00:00,0.98865,0.97558,0.98395,0.97558,1,1,1.0
1754,2022-09-26 10:00:00,0.99239,0.97558,0.98395,0.97558,1,1,1.0
1755,2022-09-26 14:00:00,0.99647,0.97558,0.98395,0.97558,1,1,1.0
1756,2022-09-26 18:00:00,0.99649,0.97558,0.98395,0.97558,1,1,1.0
1759,2022-09-28 06:00:00,0.99654,0.98486,0.99649,0.98486,-1,-1,1.0
1761,2022-09-28 10:00:00,0.99654,0.98265,0.99654,0.98486,-1,-1,1.0
1762,2022-09-28 14:00:00,0.99654,0.97453,0.99654,0.98486,-1,-1,1.0
1765,2022-09-29 18:00:00,0.98557,0.97415,0.98557,0.97453,1,-1,1.0
1766,2022-09-29 22:00:00,0.98557,0.97375,0.98557,0.97453,1,1,1.0
1768,2022-09-30 14:00:00,0.98675,0.97375,0.98557,0.97375,1,1,1.0
1769,2022-09-30 18:00:00,0.98768,0.97375,0.98557,0.97375,1,1,1.0
1772,2022-10-03 06:00:00,0.99173,0.98315,0.98768,0.98315,1,1,1.0
1773,2022-10-03 14:00:00,0.99458,0.98315,0.98768,0.98315,1,1,1.0
1774,2022-10-03 18:00:00,0.99493,0.98315,0.98768,0.98315,1,-1,1.0
1776,2022-10-04 14:00:00,0.99493,0.97844,0.99493,0.98315,-1,-1,1.0
1779,2022-10-06 06:00:00,0.98886,0.97801,0.98886,0.97844,1,1,1.0
1781,2022-10-06 14:00:00,0.99132,0.97801,0.98886,0.97801,1,1,1.0
1784,2022-10-07 10:00:00,0.99531,0.98779,0.99132,0.98779,1,1,1.0
1786,2022-10-10 06:00:00,0.99906,0.98779,0.99531,0.98779,2,1,1.0
1787,2022-10-10 10:00:00,0.99982,0.98779,0.99531,0.98779,2,1,1.0
1788,2022-10-10 14:00:00,1.00102,0.98779,0.99531,0.98779,2,1,1.0
1790,2022-10-11 02:00:00,1.00208,0.98779,1.00102,0.98779,-1,1,1.0
1796,2022-10-13 10:00:00,1.00732,0.99584,1.00037,0.99304,-1,-1,1.0
1800,2022-10-17 10:00:00,1.00657,0.99547,1.00657,0.99643,-1,-1,1.0
1801,2022-10-17 14:00:00,1.00657,0.99432,1.00657,0.99643,-1,-1,1.0
1803,2022-10-18 02:00:00,1.00657,0.9921,1.00657,0.99432,1,-1,1.0
1804,2022-10-18 06:00:00,1.00657,0.99185,1.00657,0.99432,1,1,1.0
1809,2022-10-20 06:00:00,1.00681,0.99278,1.00625,0.99278,-1,1,1.0
1812,2022-10-21 06:00:00,1.0119,0.99939,1.00681,0.99939,-1,1,1.0
1813,2022-10-21 10:00:00,1.01472,0.99939,1.00681,0.99939,-1,-1,1.0
1815,2022-10-21 14:00:00,1.01472,0.99613,1.01472,0.99939,-1,-1,1.0
1817,2022-10-23 18:00:00,1.01472,0.99496,1.01472,0.99613,1,-1,1.0
1818,2022-10-23 22:00:00,1.01472,0.99435,1.01472,0.99613,1,-1,1.0
1821,2022-10-25 14:00:00,1.00309,0.9939,1.00309,0.99613,1,-1,1.0
1823,2022-10-26 02:00:00,1.00309,0.9937,1.00309,0.9939,-1,-1,1.0
1824,2022-10-26 06:00:00,1.00309,0.98536,1.00309,0.9939,-1,-1,1.0
1825,2022-10-26 14:00:00,1.00309,0.98519,1.00309,0.9939,-1,-1,1.0
1826,2022-10-26 22:00:00,1.00309,0.98409,1.00309,0.9939,-1,1,1.0
1831,2022-10-31 14:00:00,1.00318,0.9882,0.99794,0.9882,-1,1,1.0
1835,2022-11-02 18:00:00,1.00398,0.99099,1.00121,0.99143,-1,1,1.0
1837,2022-11-03 06:00:00,1.01301,0.99143,1.00398,0.99143,2,1,1.0
1838,2022-11-03 10:00:00,1.01466,0.99143,1.00398,0.99143,2,-1,1.0
1842,2022-11-07 06:00:00,1.01442,0.99064,1.01442,0.99308,-1,-1,1.0
1843,2022-11-07 10:00:00,1.01442,0.98749,1.01442,0.99308,-1,-1,1.0
1844,2022-11-07 18:00:00,1.01442,0.98746,1.01442,0.99308,-1,-1,1.0
1847,2022-11-08 14:00:00,0.99263,0.98362,0.99263,0.98746,-1,-1,1.0
1849,2022-11-09 06:00:00,0.98737,0.98243,0.99263,0.98362,1,-1,1.0
1851,2022-11-09 10:00:00,0.98737,0.98123,0.98737,0.98362,1,-1,1.0
1852,2022-11-09 14:00:00,0.98737,0.97996,0.98737,0.98362,1,1,1.0
1855,2022-11-10 06:00:00,0.9879,0.97996,0.98658,0.97996,-1,1,1.0
1856,2022-11-10 10:00:00,0.98985,0.97325,0.98658,0.97996,-2,-1,1.0
1858,2022-11-10 14:00:00,0.98985,0.96587,0.98985,0.97996,-2,-1,1.0
1859,2022-11-10 18:00:00,0.98985,0.96297,0.98985,0.97996,-2,-1,1.0
1861,2022-11-11 06:00:00,0.98985,0.95891,0.98985,0.96297,-2,-1,1.0
1862,2022-11-11 10:00:00,0.98985,0.94495,0.98985,0.96297,-2,-1,1.0
1863,2022-11-11 14:00:00,0.98985,0.9418,0.98985,0.96297,-2,-1,1.0
1864,2022-11-11 18:00:00,0.98985,0.93966,0.98985,0.96297,-2,-1,1.0
1869,2022-11-15 06:00:00,0.94532,0.93792,0.94532,0.94046,1,-1,1.0
1870,2022-11-15 10:00:00,0.94532,0.93557,0.94532,0.94046,1,1,1.0
1872,2022-11-15 14:00:00,0.94652,0.93557,0.94532,0.93557,-1,1,1.0
1873,2022-11-15 18:00:00,0.94749,0.93557,0.94532,0.93557,-1,1,1.0
1876,2022-11-17 06:00:00,0.9479,0.94326,0.94749,0.93854,1,1,1.0
1878,2022-11-17 10:00:00,0.95228,0.94326,0.94749,0.94326,1,1,1.0
1879,2022-11-17 14:00:00,0.95568,0.94326,0.94749,0.94326,1,1,1.0
1883,2022-11-21 02:00:00,0.9562,0.94976,0.95484,0.94976,1,1,1.0
1884,2022-11-21 06:00:00,0.95932,0.94976,0.95484,0.94976,1,1,1.0
1885,2022-11-21 10:00:00,0.95971,0.94976,0.95484,0.94976,1,1,1.0
1886,2022-11-21 18:00:00,0.95979,0.94976,0.95484,0.94976,1,-1,1.0
1889,2022-11-23 06:00:00,0.95979,0.94883,0.95979,0.95087,-1,-1,1.0
1890,2022-11-23 10:00:00,0.95327,0.94797,0.95979,0.95087,-1,-1,1.0
1892,2022-11-23 14:00:00,0.95327,0.9421,0.95327,0.95087,-1,-1,1.0
1893,2022-11-23 18:00:00,0.95327,0.94113,0.95327,0.95087,-1,-1,1.0
1894,2022-11-23 22:00:00,0.95327,0.93978,0.95327,0.95087,-1,-1,1.0
1895,2022-11-24 02:00:00,0.95327,0.93867,0.95327,0.95087,-1,1,1.0
1901,2022-11-29 10:00:00,0.95386,0.94595,0.94993,0.94595,1,1,1.0
1902,2022-11-29 14:00:00,0.9545,0.94595,0.94993,0.94595,1,1,1.0
1903,2022-11-29 22:00:00,0.95463,0.94595,0.94993,0.94595,1,1,1.0
1904,2022-11-30 06:00:00,0.95471,0.94595,0.94993,0.94595,1,-1,1.0
1906,2022-11-30 18:00:00,0.95471,0.94311,0.95471,0.94595,-1,-1,1.0
1907,2022-11-30 22:00:00,0.95471,0.94146,0.95471,0.94595,-1,-1,1.0
1908,2022-12-01 06:00:00,0.95471,0.94122,0.95471,0.94595,-1,-1,1.0
1909,2022-12-01 10:00:00,0.94599,0.93955,0.95471,0.94595,-1,-1,1.0
1911,2022-12-01 14:00:00,0.94599,0.93664,0.94599,0.94595,-1,-1,1.0
1912,2022-12-01 18:00:00,0.94599,0.93629,0.94599,0.94595,-1,-1,1.0
1913,2022-12-01 22:00:00,0.94599,0.93593,0.94599,0.94595,-1,-1,1.0
1914,2022-12-02 06:00:00,0.94599,0.93354,0.94599,0.94595,-1,-1,1.0
1915,2022-12-02 10:00:00,0.94387,0.93256,0.94599,0.94595,-1,1,1.0
1919,2022-12-06 06:00:00,0.94553,0.93299,0.94348,0.93299,-1,-1,1.0
1925,2022-12-09 02:00:00,0.94263,0.93298,0.94263,0.93626,1,-1,1.0
1926,2022-12-09 06:00:00,0.94263,0.93242,0.94263,0.93626,1,-1,1.0
1927,2022-12-09 10:00:00,0.9381,0.93219,0.94263,0.93626,1,-1,1.0
1929,2022-12-09 14:00:00,0.9381,0.93114,0.9381,0.93626,1,-1,1.0
1935,2022-12-13 10:00:00,0.93747,0.92439,0.93747,0.93126,-1,-1,1.0
1936,2022-12-13 14:00:00,0.93747,0.92309,0.93747,0.93126,-1,-1,1.0
1938,2022-12-14 14:00:00,0.93747,0.92265,0.93747,0.92309,1,-1,1.0
1939,2022-12-14 18:00:00,0.93747,0.92153,0.93747,0.92309,1,-1,1.0
1957,2022-12-29 14:00:00,0.92876,0.92103,0.92876,0.92449,1,-1,1.0
1959,2022-12-30 14:00:00,0.92678,0.91997,0.92876,0.92103,1,1,1.0
1962,2023-01-02 22:00:00,0.92687,0.92276,0.92678,0.92116,1,1,1.0
1964,2023-01-03 06:00:00,0.93818,0.92276,0.92678,0.92276,1,1,1.0
1965,2023-01-03 10:00:00,0.93984,0.92276,0.92678,0.92276,1,1,1.0
1970,2023-01-06 06:00:00,0.9405,0.92604,0.93777,0.92604,-1,1,1.0
1971,2023-01-06 10:00:00,0.94086,0.92604,0.93777,0.92604,-1,-1,1.0
1974,2023-01-09 02:00:00,0.94086,0.9252,0.94086,0.92674,-2,-1,1.0
1975,2023-01-09 06:00:00,0.94086,0.92162,0.94086,0.92674,-2,-1,1.0
1976,2023-01-09 10:00:00,0.94086,0.9188,0.94086,0.92674,-2,-1,1.0
1977,2023-01-09 14:00:00,0.94086,0.91665,0.94086,0.92674,-2,-1,1.0
1990,2023-01-18 06:00:00,0.92455,0.91285,0.92455,0.91874,-2,-1,1.0
1991,2023-01-18 10:00:00,0.92455,0.91127,0.92455,0.91874,-2,-1,1.0
1992,2023-01-18 14:00:00,0.92455,0.9085,0.92455,0.91874,-2,1,1.0
2001,2023-01-24 10:00:00,0.92682,0.91918,0.9241,0.91918,-1,1,1.0
2002,2023-01-24 14:00:00,0.92789,0.91918,0.9241,0.91918,-1,-1,1.0
2006,2023-01-25 14:00:00,0.92449,0.9172,0.92449,0.92113,-1,-1,1.0
2007,2023-01-25 22:00:00,0.92449,0.91685,0.92449,0.92113,-1,-1,1.0
2008,2023-01-26 06:00:00,0.92449,0.9161,0.92449,0.92113,-1,-1,1.0
2009,2023-01-26 14:00:00,0.92252,0.91583,0.92449,0.92113,-1,1,1.0
2011,2023-01-27 06:00:00,0.92284,0.92011,0.92252,0.92113,-1,1,1.0
2012,2023-01-27 10:00:00,0.92311,0.92028,0.92252,0.92113,-1,1,1.0
2013,2023-01-27 14:00:00,0.92396,0.92051,0.92252,0.92113,-1,-1,1.0
2015,2023-01-29 22:00:00,0.92396,0.92004,0.92396,0.92113,-1,-1,1.0
2016,2023-01-30 06:00:00,0.92396,0.91922,0.92396,0.92113,-1,-1,1.0
2017,2023-01-30 10:00:00,0.92396,0.91815,0.92396,0.92113,-1,1,1.0
2019,2023-01-30 18:00:00,0.9256,0.91815,0.92396,0.91815,1,1,1.0
2020,2023-01-31 02:00:00,0.92577,0.91815,0.92396,0.91815,1,1,1.0
2021,2023-01-31 06:00:00,0.92879,0.91815,0.92396,0.91815,1,-1,1.0
2023,2023-01-31 14:00:00,0.92879,0.91649,0.92879,0.91815,-2,-1,1.0
2024,2023-01-31 18:00:00,0.92879,0.91502,0.92879,0.91815,-2,-1,1.0
2026,2023-02-01 10:00:00,0.92879,0.91429,0.92879,0.91502,-1,-1,1.0
2027,2023-02-01 14:00:00,0.92879,0.91361,0.92879,0.91502,-1,-1,1.0
2028,2023-02-01 18:00:00,0.91825,0.90697,0.92879,0.91502,-1,-1,1.0
2030,2023-02-01 22:00:00,0.91825,0.90591,0.91825,0.91502,-1,1,1.0
2032,2023-02-03 10:00:00,0.92336,0.91254,0.91825,0.90591,2,1,1.0
2034,2023-02-03 14:00:00,0.9269,0.91254,0.91825,0.91254,2,1,1.0
2036,2023-02-05 22:00:00,0.92773,0.91254,0.9269,0.91254,-1,1,1.0
2038,2023-02-06 14:00:00,0.92906,0.9227,0.9269,0.9227,-1,-1,1.0
2041,2023-02-07 14:00:00,0.92898,0.91912,0.92898,0.9227,-1,-1,1.0
2043,2023-02-08 06:00:00,0.92898,0.91778,0.92898,0.91912,1,-1,1.0
2046,2023-02-09 06:00:00,0.92185,0.91716,0.92185,0.91778,-1,-1,1.0
2047,2023-02-09 10:00:00,0.92185,0.91604,0.92185,0.91778,-1,-1,1.0
2048,2023-02-09 14:00:00,0.92185,0.91603,0.92185,0.91778,-1,1,1.0
2050,2023-02-09 18:00:00,0.92283,0.91603,0.92185,0.91603,1,1,1.0
2051,2023-02-09 22:00:00,0.92315,0.91603,0.92185,0.91603,1,1,1.0
2052,2023-02-10 02:00:00,0.92371,0.91603,0.92185,0.91603,1,1,1.0
2053,2023-02-10 06:00:00,0.92437,0.91975,0.92185,0.91603,1,1,1.0
2055,2023-02-10 10:00:00,0.92438,0.91975,0.92185,0.91975,1,1,1.0
2056,2023-02-10 14:00:00,0.92502,0.91975,0.92185,0.91975,1,1,1.0
2057,2023-02-10 18:00:00,0.92526,0.91975,0.92185,0.91975,1,1,1.0
