,Datetime,H4_high,H4_low,Last_Fractal_High,Last_Fractal_Low,Directional_bias,result,daily_momentum
812,2021-09-08 10:00:00,0.92245,0.91832,0.9168,0.91832,1,1,1.0
813,2021-09-08 14:00:00,0.92345,0.91832,0.9168,0.91832,1,-1,1.0
815,2021-09-09 10:00:00,0.92345,0.91664,0.92345,0.91832,-1,-1,1.0
816,2021-09-09 14:00:00,0.92345,0.91607,0.92345,0.91832,-1,-1,1.0
817,2021-09-09 18:00:00,0.92345,0.91588,0.92345,0.91832,-1,-1,1.0
819,2021-09-10 06:00:00,0.92345,0.91497,0.92345,0.91588,1,1,1.0
822,2021-09-13 10:00:00,0.92408,0.91497,0.91846,0.91497,-1,1,1.0
829,2021-09-16 06:00:00,0.92457,0.91635,0.92047,0.91635,1,1,1.0
830,2021-09-16 10:00:00,0.92713,0.91635,0.92047,0.91635,1,1,1.0
831,2021-09-16 18:00:00,0.92776,0.91635,0.92047,0.91635,1,1,1.0
832,2021-09-16 22:00:00,0.92805,0.91635,0.92047,0.91635,1,1,1.0
835,2021-09-17 10:00:00,0.92956,0.92593,0.92805,0.92593,2,1,1.0
836,2021-09-17 14:00:00,0.93234,0.92593,0.92805,0.92593,2,1,1.0
837,2021-09-17 18:00:00,0.93245,0.92593,0.92805,0.92593,2,1,1.0
839,2021-09-19 22:00:00,0.93255,0.92593,0.93245,0.92593,-1,1,1.0
840,2021-09-20 02:00:00,0.93325,0.92593,0.93245,0.92593,-1,-1,1.0
843,2021-09-21 06:00:00,0.92831,0.92474,0.93325,0.92593,-2,-1,1.0
845,2021-09-21 10:00:00,0.92831,0.92311,0.92831,0.92593,-2,-1,1.0
846,2021-09-21 14:00:00,0.92831,0.92248,0.92831,0.92593,-2,-1,1.0
848,2021-09-22 06:00:00,0.925,0.92194,0.92831,0.92248,1,-1,1.0
850,2021-09-22 10:00:00,0.925,0.92164,0.925,0.92248,1,-1,1.0
851,2021-09-22 14:00:00,0.925,0.92157,0.925,0.92248,1,1,1.0
852,2021-09-22 18:00:00,0.92728,0.92148,0.925,0.92248,1,1,1.0
854,2021-09-22 22:00:00,0.92733,0.92148,0.925,0.92148,1,1,1.0
859,2021-09-27 06:00:00,0.92906,0.92217,0.92605,0.92217,-1,1,1.0
862,2021-09-28 06:00:00,0.92944,0.92484,0.92906,0.92484,1,1,1.0
863,2021-09-28 10:00:00,0.93013,0.92484,0.92906,0.92484,1,1,1.0
865,2021-09-29 06:00:00,0.93067,0.92484,0.93013,0.92484,1,1,1.0
866,2021-09-29 10:00:00,0.93113,0.92797,0.93013,0.92484,1,1,1.0
868,2021-09-29 14:00:00,0.93544,0.92797,0.93013,0.92797,1,1,1.0
869,2021-09-29 18:00:00,0.93548,0.92797,0.93013,0.92797,1,1,1.0
872,2021-09-30 10:00:00,0.93679,0.93282,0.93548,0.93282,-1,-1,1.0
874,2021-09-30 14:00:00,0.93679,0.93207,0.93679,0.93282,-1,-1,1.0
875,2021-09-30 18:00:00,0.93679,0.93059,0.93679,0.93282,-1,-1,1.0
877,2021-10-01 06:00:00,0.93679,0.92996,0.93679,0.93059,-1,-1,1.0
878,2021-10-01 10:00:00,0.93375,0.9281,0.93679,0.93059,-1,-1,1.0
881,2021-10-04 10:00:00,0.93108,0.92415,0.93108,0.93059,-1,-1,1.0
882,2021-10-04 14:00:00,0.93108,0.92299,0.93108,0.93059,-1,1,1.0
893,2021-10-12 14:00:00,0.93129,0.92566,0.92875,0.92566,-1,-1,1.0
896,2021-10-13 14:00:00,0.92985,0.92385,0.92985,0.92566,-2,-1,1.0
897,2021-10-13 18:00:00,0.92985,0.9234,0.92985,0.92566,-2,-1,1.0
898,2021-10-13 22:00:00,0.92985,0.92322,0.92985,0.92566,-2,-1,1.0
899,2021-10-14 02:00:00,0.92985,0.92294,0.92985,0.92566,-2,-1,1.0
900,2021-10-14 06:00:00,0.92985,0.91938,0.92985,0.92566,-2,-1,1.0
906,2021-10-19 06:00:00,0.92729,0.91847,0.92729,0.92214,-1,-1,1.0
909,2021-10-20 18:00:00,0.92521,0.91813,0.92521,0.91847,1,-1,1.0
912,2021-10-21 10:00:00,0.9206,0.91699,0.9206,0.91813,-1,-1,1.0
914,2021-10-22 06:00:00,0.9206,0.91648,0.9206,0.91699,-2,-1,1.0
915,2021-10-22 10:00:00,0.9206,0.91524,0.9206,0.91699,-2,-1,1.0
916,2021-10-22 14:00:00,0.9206,0.91507,0.9206,0.91699,-2,-1,1.0
917,2021-10-22 18:00:00,0.9206,0.91497,0.9206,0.91699,-2,-1,1.0
919,2021-10-25 02:00:00,0.9206,0.91496,0.9206,0.91497,1,1,1.0
922,2021-10-25 22:00:00,0.92073,0.91496,0.92021,0.91496,2,1,1.0
923,2021-10-26 02:00:00,0.92088,0.91496,0.92021,0.91496,2,1,1.0
924,2021-10-26 06:00:00,0.92259,0.91496,0.92021,0.91496,2,-1,1.0
928,2021-10-28 10:00:00,0.91944,0.91461,0.92034,0.91865,-2,-1,1.0
930,2021-10-28 14:00:00,0.91944,0.91157,0.91944,0.91865,-2,-1,1.0
931,2021-10-28 18:00:00,0.91944,0.91149,0.91944,0.91865,-2,-1,1.0
932,2021-10-28 22:00:00,0.91944,0.91077,0.91944,0.91865,-2,-1,1.0
933,2021-10-29 06:00:00,0.91944,0.9102,0.91944,0.91865,-2,-1,1.0
937,2021-11-01 18:00:00,0.91711,0.90852,0.91711,0.9102,-1,1,1.0
942,2021-11-05 10:00:00,0.91748,0.90852,0.91448,0.90852,-1,1,1.0
948,2021-11-10 18:00:00,0.91859,0.91015,0.91537,0.91015,1,1,1.0
949,2021-11-10 22:00:00,0.91875,0.91015,0.91537,0.91015,1,1,1.0
950,2021-11-11 02:00:00,0.91898,0.91015,0.91537,0.91015,1,1,1.0
951,2021-11-11 06:00:00,0.92118,0.91015,0.91537,0.91015,1,1,1.0
952,2021-11-11 10:00:00,0.92242,0.91015,0.91537,0.91015,1,1,1.0
954,2021-11-11 22:00:00,0.92273,0.91015,0.92242,0.91015,-1,1,1.0
955,2021-11-12 02:00:00,0.92291,0.91015,0.92242,0.91015,-1,1,1.0
956,2021-11-12 10:00:00,0.92347,0.91015,0.92242,0.91015,-1,1,1.0
957,2021-11-12 14:00:00,0.92374,0.92018,0.92242,0.91015,-1,-1,1.0
959,2021-11-14 22:00:00,0.92374,0.91897,0.92374,0.91015,-1,-1,1.0
960,2021-11-15 02:00:00,0.92374,0.91866,0.92374,0.91015,-1,1,1.0
961,2021-11-15 14:00:00,0.92415,0.91015,0.92374,0.91015,1,1,1.0
962,2021-11-15 18:00:00,0.92566,0.91015,0.92374,0.91015,1,1,1.0
963,2021-11-15 22:00:00,0.92579,0.91015,0.92374,0.91015,1,1,1.0
964,2021-11-16 06:00:00,0.92776,0.91015,0.92374,0.91015,1,1,1.0
965,2021-11-16 10:00:00,0.9287,0.91015,0.92374,0.91015,1,1,1.0
966,2021-11-16 14:00:00,0.9309,0.91015,0.92374,0.91015,1,1,1.0
967,2021-11-16 18:00:00,0.93113,0.91015,0.92374,0.91015,1,1,1.0
968,2021-11-17 02:00:00,0.93294,0.91015,0.92374,0.91015,1,1,1.0
975,2021-11-22 18:00:00,0.93345,0.92666,0.92899,0.92666,1,1,1.0
976,2021-11-23 02:00:00,0.93347,0.92666,0.92899,0.92666,1,1,1.0
978,2021-11-23 10:00:00,0.93364,0.9301,0.92899,0.9301,1,1,1.0
979,2021-11-23 14:00:00,0.9344,0.9301,0.92899,0.9301,1,1,1.0
980,2021-11-23 22:00:00,0.93447,0.93163,0.92899,0.9301,1,1,1.0
982,2021-11-24 06:00:00,0.93586,0.93163,0.92899,0.93163,1,1,1.0
983,2021-11-24 10:00:00,0.93684,0.93163,0.92899,0.93163,1,1,1.0
984,2021-11-24 14:00:00,0.93734,0.93163,0.92899,0.93163,1,-1,1.0
988,2021-11-26 02:00:00,0.93609,0.93154,0.93609,0.93239,-1,-1,1.0
989,2021-11-26 06:00:00,0.93609,0.92629,0.93609,0.93239,-1,-1,1.0
990,2021-11-26 10:00:00,0.93609,0.92465,0.93609,0.93239,-1,-1,1.0
991,2021-11-26 14:00:00,0.93609,0.92187,0.93609,0.93239,-1,-1,1.0
992,2021-11-26 18:00:00,0.93609,0.92102,0.93609,0.93239,-1,-1,1.0
995,2021-11-30 02:00:00,0.92727,0.92087,0.92727,0.92102,-1,-1,1.0
996,2021-11-30 06:00:00,0.92727,0.91795,0.92727,0.92102,-1,-1,1.0
997,2021-11-30 10:00:00,0.92727,0.91677,0.92727,0.92102,-1,-1,1.0
998,2021-11-30 14:00:00,0.92662,0.9157,0.92727,0.92102,-1,1,1.0
1006,2021-12-06 18:00:00,0.92687,0.91614,0.92174,0.91614,-1,1,1.0
1009,2021-12-07 10:00:00,0.9275,0.92306,0.92687,0.92306,-1,-1,1.0
1011,2021-12-08 06:00:00,0.92521,0.92292,0.9275,0.92306,-1,-1,1.0
1013,2021-12-08 10:00:00,0.92521,0.92245,0.92521,0.92306,-1,-1,1.0
1014,2021-12-08 14:00:00,0.92521,0.92058,0.92521,0.92306,-1,-1,1.0
1015,2021-12-08 18:00:00,0.92521,0.91948,0.92521,0.92306,-1,-1,1.0
1016,2021-12-08 22:00:00,0.92521,0.91916,0.92521,0.92306,-1,1,1.0
1018,2021-12-09 14:00:00,0.92646,0.91916,0.92521,0.91916,-1,-1,1.0
1024,2021-12-14 10:00:00,0.92562,0.9188,0.92562,0.92056,1,1,1.0
1027,2021-12-15 14:00:00,0.92696,0.9188,0.92446,0.9188,-1,1,1.0
1028,2021-12-15 18:00:00,0.92939,0.9188,0.92446,0.9188,-1,-1,1.0
1030,2021-12-16 22:00:00,0.92939,0.91876,0.92939,0.9188,-1,-1,1.0
1031,2021-12-17 02:00:00,0.92939,0.91796,0.92939,0.9188,-1,-1,1.0
1032,2021-12-17 06:00:00,0.92939,0.91742,0.92939,0.9188,-1,-1,1.0
1042,2021-12-23 22:00:00,0.92188,0.91718,0.92188,0.91878,-1,-1,1.0
1043,2021-12-24 02:00:00,0.92188,0.91647,0.92188,0.91878,-1,-1,1.0
1048,2021-12-27 22:00:00,0.91997,0.91644,0.91997,0.91687,-1,-1,1.0
1049,2021-12-28 06:00:00,0.91997,0.91636,0.91997,0.91687,-1,-1,1.0
1050,2021-12-28 10:00:00,0.91997,0.91591,0.91997,0.91687,-1,1,1.0
1053,2021-12-29 10:00:00,0.92012,0.91591,0.919,0.91591,-1,-1,1.0
1055,2021-12-29 14:00:00,0.92012,0.91263,0.92012,0.91591,-1,-1,1.0
1058,2021-12-31 06:00:00,0.91475,0.91252,0.91812,0.91263,-2,-1,1.0
1060,2021-12-31 10:00:00,0.91475,0.91088,0.91475,0.91263,-2,-1,1.0
1061,2021-12-31 14:00:00,0.91475,0.91014,0.91475,0.91263,-2,-1,1.0
1063,2022-01-02 22:00:00,0.91475,0.91008,0.91475,0.91014,1,1,1.0
1064,2022-01-03 02:00:00,0.91487,0.91014,0.91475,0.91014,1,1,1.0
1065,2022-01-03 10:00:00,0.91516,0.91153,0.91475,0.91014,1,1,1.0
1067,2022-01-03 14:00:00,0.91999,0.91153,0.91475,0.91153,1,1,1.0
1073,2022-01-06 14:00:00,0.92071,0.91678,0.91834,0.91408,2,1,1.0
1075,2022-01-06 18:00:00,0.92236,0.91678,0.91834,0.91678,2,1,1.0
1077,2022-01-07 10:00:00,0.92323,0.91678,0.92236,0.91678,-1,1,1.0
1080,2022-01-10 10:00:00,0.9254,0.91816,0.92323,0.91816,2,1,1.0
1081,2022-01-10 14:00:00,0.92668,0.91816,0.92323,0.91816,2,1,1.0
1082,2022-01-10 18:00:00,0.92751,0.91816,0.92323,0.91816,2,1,1.0
1084,2022-01-11 14:00:00,0.92778,0.91816,0.92751,0.91816,-1,-1,1.0
1088,2022-01-12 14:00:00,0.92439,0.91296,0.92439,0.92296,-1,-1,1.0
1090,2022-01-13 06:00:00,0.91479,0.91164,0.92439,0.91296,-2,-1,1.0
1092,2022-01-13 10:00:00,0.91479,0.91052,0.91479,0.91296,-2,-1,1.0
1093,2022-01-13 14:00:00,0.91479,0.90911,0.91479,0.91296,-2,1,1.0
1098,2022-01-16 22:00:00,0.91584,0.90942,0.91413,0.90942,-1,1,1.0
1102,2022-01-18 02:00:00,0.91661,0.91266,0.91558,0.91266,-1,1,1.0
1104,2022-01-18 14:00:00,0.91752,0.91266,0.91661,0.91266,1,1,1.0
1105,2022-01-18 18:00:00,0.9179,0.91266,0.91661,0.91266,1,1,1.0
1110,2022-01-20 18:00:00,0.91809,0.91389,0.91695,0.91389,-1,-1,1.0
1112,2022-01-21 06:00:00,0.91809,0.91166,0.91809,0.91389,-1,-1,1.0
1113,2022-01-21 14:00:00,0.91809,0.91075,0.91809,0.91389,-1,-1,1.0
1114,2022-01-21 18:00:00,0.91809,0.91056,0.91809,0.91389,-1,1,1.0
1117,2022-01-25 06:00:00,0.91961,0.91056,0.91585,0.91056,1,1,1.0
1118,2022-01-25 10:00:00,0.92032,0.91056,0.91585,0.91056,1,1,1.0
1121,2022-01-26 06:00:00,0.92064,0.91674,0.92032,0.91674,1,1,1.0
1122,2022-01-26 10:00:00,0.92097,0.91674,0.92032,0.91674,1,1,1.0
1123,2022-01-26 14:00:00,0.92159,0.91674,0.92032,0.91674,1,1,1.0
1124,2022-01-26 18:00:00,0.92461,0.91674,0.92032,0.91674,1,1,1.0
1125,2022-01-27 02:00:00,0.92487,0.91674,0.92032,0.91674,1,1,1.0
1126,2022-01-27 06:00:00,0.92742,0.91674,0.92032,0.91674,1,1,1.0
1127,2022-01-27 10:00:00,0.9322,0.91674,0.92032,0.91674,1,1,1.0
1128,2022-01-27 14:00:00,0.93375,0.91674,0.92032,0.91674,1,1,1.0
1132,2022-01-31 10:00:00,0.93427,0.92897,0.93292,0.92897,-1,-1,1.0
1134,2022-01-31 18:00:00,0.93427,0.92512,0.93427,0.92897,-1,-1,1.0
1135,2022-02-01 02:00:00,0.93427,0.92499,0.93427,0.92897,-1,-1,1.0
1136,2022-02-01 06:00:00,0.93427,0.92239,0.93427,0.92897,-1,-1,1.0
1137,2022-02-01 10:00:00,0.93427,0.92039,0.93427,0.92897,-1,-1,1.0
1139,2022-02-02 06:00:00,0.92219,0.91916,0.93427,0.92039,-1,-1,1.0
1141,2022-02-02 10:00:00,0.92219,0.91773,0.92219,0.92039,-1,1,1.0
1143,2022-02-03 06:00:00,0.92244,0.91773,0.92219,0.91773,-1,1,1.0
1144,2022-02-03 10:00:00,0.92356,0.91773,0.92219,0.91773,-1,-1,1.0
1146,2022-02-03 14:00:00,0.92356,0.91767,0.92356,0.91773,1,1,1.0
1148,2022-02-04 10:00:00,0.92562,0.91767,0.92356,0.91767,1,1,1.0
1149,2022-02-04 14:00:00,0.92585,0.91767,0.92356,0.91767,1,1,1.0
1151,2022-02-07 02:00:00,0.92616,0.91767,0.92585,0.91767,-1,1,1.0
1153,2022-02-08 06:00:00,0.92626,0.92211,0.92585,0.92211,-1,1,1.0
1159,2022-02-10 10:00:00,0.9289,0.92218,0.92473,0.92218,-1,1,1.0
1160,2022-02-10 14:00:00,0.92968,0.92265,0.92473,0.92218,-1,-1,1.0
1165,2022-02-15 14:00:00,0.92738,0.92262,0.92719,0.92359,1,-1,1.0
1168,2022-02-16 14:00:00,0.92604,0.92148,0.92604,0.92359,-1,-1,1.0
1169,2022-02-16 18:00:00,0.92604,0.9206,0.92604,0.92359,-1,-1,1.0
1172,2022-02-17 10:00:00,0.92292,0.91945,0.92292,0.9206,-1,-1,1.0
1173,2022-02-17 14:00:00,0.92292,0.91882,0.92292,0.9206,-1,-1,1.0
1177,2022-02-21 06:00:00,0.92178,0.91777,0.92178,0.91913,-2,-1,1.0
1178,2022-02-21 10:00:00,0.92178,0.91599,0.92178,0.91913,-2,-1,1.0
1179,2022-02-21 14:00:00,0.92178,0.91497,0.92178,0.91913,-2,1,1.0
1182,2022-02-22 14:00:00,0.92275,0.9151,0.92178,0.9151,-1,1,1.0
1186,2022-02-24 10:00:00,0.92471,0.91678,0.92185,0.91678,2,1,1.0
1187,2022-02-24 14:00:00,0.92887,0.91678,0.92185,0.91678,2,-1,1.0
1192,2022-02-28 18:00:00,0.92837,0.91655,0.92837,0.92513,1,-1,1.0
1193,2022-02-28 22:00:00,0.92837,0.91649,0.92837,0.92513,1,-1,1.0
1194,2022-03-01 06:00:00,0.92837,0.91503,0.92837,0.92513,1,1,1.0
1204,2022-03-08 06:00:00,0.92897,0.92482,0.92718,0.91585,1,1,1.0
1206,2022-03-08 10:00:00,0.9293,0.92482,0.92718,0.92482,1,1,1.0
1207,2022-03-08 14:00:00,0.93064,0.92482,0.92718,0.92482,1,1,1.0
1211,2022-03-10 14:00:00,0.9309,0.92546,0.93064,0.92546,-1,1,1.0
1213,2022-03-11 06:00:00,0.93204,0.92546,0.9309,0.92546,1,1,1.0
1214,2022-03-11 14:00:00,0.93467,0.92546,0.9309,0.92546,1,1,1.0
1215,2022-03-11 18:00:00,0.93494,0.92546,0.9309,0.92546,1,1,1.0
1217,2022-03-13 22:00:00,0.9363,0.92546,0.93494,0.92546,1,1,1.0
1218,2022-03-14 06:00:00,0.93633,0.93195,0.93494,0.92546,1,1,1.0
1220,2022-03-14 14:00:00,0.93664,0.93195,0.93494,0.93195,1,1,1.0
1221,2022-03-14 18:00:00,0.93865,0.93195,0.93494,0.93195,1,1,1.0
1222,2022-03-14 22:00:00,0.93971,0.93195,0.93494,0.93195,1,1,1.0
1223,2022-03-15 02:00:00,0.93977,0.93195,0.93494,0.93195,1,1,1.0
1224,2022-03-15 06:00:00,0.94097,0.93717,0.93494,0.93195,1,1,1.0
1226,2022-03-15 14:00:00,0.94314,0.93717,0.93494,0.93717,1,1,1.0
1229,2022-03-16 14:00:00,0.94407,0.93897,0.94314,0.93897,-1,1,1.0
1230,2022-03-16 18:00:00,0.94598,0.93897,0.94314,0.93897,-1,-1,1.0
1232,2022-03-17 10:00:00,0.94598,0.93862,0.94598,0.93897,-2,-1,1.0
1233,2022-03-17 14:00:00,0.94598,0.93357,0.94598,0.93897,-2,-1,1.0
1236,2022-03-18 10:00:00,0.93822,0.93323,0.93822,0.93357,-1,-1,1.0
1237,2022-03-18 14:00:00,0.93822,0.93153,0.93822,0.93357,-1,-1,1.0
1238,2022-03-18 18:00:00,0.93822,0.93136,0.93822,0.93357,-1,-1,1.0
1240,2022-03-20 18:00:00,0.93822,0.93082,0.93822,0.93136,1,-1,1.0
1241,2022-03-21 06:00:00,0.9352,0.93011,0.93822,0.93136,1,-1,1.0
1243,2022-03-21 10:00:00,0.9352,0.92951,0.9352,0.93136,1,-1,1.0
1244,2022-03-21 14:00:00,0.9352,0.92937,0.9352,0.93136,1,1,1.0
1246,2022-03-21 22:00:00,0.93624,0.92937,0.9352,0.92937,2,1,1.0
1247,2022-03-22 02:00:00,0.93662,0.92937,0.9352,0.92937,2,1,1.0
1248,2022-03-22 06:00:00,0.93752,0.92937,0.9352,0.92937,2,-1,1.0
1254,2022-03-24 22:00:00,0.93445,0.92657,0.93445,0.92948,-1,-1,1.0
1255,2022-03-25 02:00:00,0.93445,0.92598,0.93445,0.92948,-1,1,1.0
1258,2022-03-28 02:00:00,0.93487,0.92598,0.93133,0.92598,1,1,1.0
1259,2022-03-28 06:00:00,0.93811,0.92598,0.93133,0.92598,1,-1,1.0
1263,2022-03-30 06:00:00,0.93738,0.92422,0.93738,0.93259,-2,-1,1.0
1264,2022-03-30 10:00:00,0.93738,0.92347,0.93738,0.93259,-2,-1,1.0
1265,2022-03-30 14:00:00,0.93738,0.92199,0.93738,0.93259,-2,-1,1.0
1268,2022-03-31 14:00:00,0.92585,0.91947,0.92585,0.92199,1,1,1.0
1271,2022-04-01 10:00:00,0.92743,0.92203,0.92585,0.92203,-1,1,1.0
1272,2022-04-01 14:00:00,0.92796,0.92203,0.92585,0.92203,-1,1,1.0
1274,2022-04-04 10:00:00,0.92806,0.92203,0.92796,0.92203,-1,1,1.0
1279,2022-04-05 14:00:00,0.92978,0.92371,0.92673,0.92371,1,1,1.0
1280,2022-04-05 22:00:00,0.9313,0.92371,0.92673,0.92371,1,1,1.0
1281,2022-04-06 02:00:00,0.9317,0.92371,0.92673,0.92371,1,1,1.0
1282,2022-04-06 06:00:00,0.93495,0.92371,0.92673,0.92371,1,1,1.0
1286,2022-04-08 02:00:00,0.93528,0.92371,0.93473,0.92371,1,1,1.0
1287,2022-04-08 06:00:00,0.93534,0.92371,0.93473,0.92371,1,1,1.0
1288,2022-04-08 10:00:00,0.93735,0.92371,0.93473,0.92371,1,1,1.0
1299,2022-04-14 10:00:00,0.94283,0.93238,0.93528,0.93238,2,1,1.0
1300,2022-04-14 14:00:00,0.94331,0.93238,0.93528,0.93238,2,1,1.0
1301,2022-04-14 22:00:00,0.94434,0.93238,0.93528,0.93238,2,1,1.0
1306,2022-04-18 02:00:00,0.9445,0.94154,0.94391,0.94154,-1,1,1.0
1307,2022-04-18 06:00:00,0.94484,0.94154,0.94391,0.94154,-1,1,1.0
1309,2022-04-18 14:00:00,0.94531,0.94207,0.94391,0.94207,-1,1,1.0
1310,2022-04-18 22:00:00,0.94615,0.94207,0.94391,0.94207,-1,1,1.0
1311,2022-04-19 02:00:00,0.94659,0.94207,0.94391,0.94207,-1,1,1.0
1312,2022-04-19 06:00:00,0.94664,0.94207,0.94391,0.94207,-1,1,1.0
1313,2022-04-19 10:00:00,0.94917,0.94333,0.94391,0.94207,-1,1,1.0
1315,2022-04-19 14:00:00,0.95049,0.94333,0.94391,0.94333,-1,1,1.0
1316,2022-04-19 18:00:00,0.95231,0.94333,0.94391,0.94333,-1,1,1.0
1317,2022-04-19 22:00:00,0.95357,0.94333,0.94391,0.94333,-1,1,1.0
1322,2022-04-21 14:00:00,0.9553,0.94568,0.95139,0.94568,1,1,1.0
1324,2022-04-22 06:00:00,0.95603,0.94568,0.9553,0.94568,1,1,1.0
1325,2022-04-22 10:00:00,0.95719,0.94568,0.9553,0.94568,1,1,1.0
1326,2022-04-22 14:00:00,0.95924,0.94568,0.9553,0.94568,1,1,1.0
1328,2022-04-25 06:00:00,0.9597,0.94568,0.95924,0.94568,-1,1,1.0
1332,2022-04-26 06:00:00,0.9603,0.95464,0.95966,0.95464,1,1,1.0
1334,2022-04-26 14:00:00,0.96192,0.95642,0.95966,0.95642,1,1,1.0
1335,2022-04-26 18:00:00,0.96264,0.95642,0.95966,0.95642,1,1,1.0
1336,2022-04-26 22:00:00,0.96317,0.95642,0.95966,0.95642,1,1,1.0
1337,2022-04-27 02:00:00,0.96386,0.95642,0.95966,0.95642,1,1,1.0
1338,2022-04-27 06:00:00,0.96573,0.95642,0.95966,0.95642,1,1,1.0
1339,2022-04-27 10:00:00,0.96973,0.95642,0.95966,0.95642,1,1,1.0
1340,2022-04-27 14:00:00,0.97009,0.95642,0.95966,0.95642,1,1,1.0
1342,2022-04-28 02:00:00,0.97206,0.95642,0.97009,0.95642,1,1,1.0
1344,2022-04-28 10:00:00,0.97588,0.96801,0.97009,0.96801,1,-1,1.0
1346,2022-04-29 06:00:00,0.97588,0.96793,0.97588,0.96801,1,-1,1.0
1347,2022-04-29 14:00:00,0.97361,0.96707,0.97588,0.96801,1,1,1.0
1349,2022-05-01 22:00:00,0.97492,0.96801,0.97361,0.96801,1,1,1.0
1350,2022-05-02 02:00:00,0.97494,0.96801,0.97361,0.96801,1,1,1.0
1352,2022-05-02 10:00:00,0.97628,0.97141,0.97361,0.97141,1,1,1.0
1353,2022-05-02 14:00:00,0.97848,0.97141,0.97361,0.97141,1,1,1.0
1354,2022-05-02 18:00:00,0.97892,0.97141,0.97361,0.97141,1,1,1.0
1355,2022-05-03 02:00:00,0.97912,0.97141,0.97361,0.97141,1,1,1.0
1356,2022-05-03 06:00:00,0.97937,0.97141,0.97361,0.97141,1,1,1.0
1358,2022-05-03 14:00:00,0.97994,0.972,0.97361,0.972,1,1,1.0
1360,2022-05-04 06:00:00,0.98102,0.97807,0.97994,0.972,2,1,1.0
1362,2022-05-04 10:00:00,0.98275,0.97807,0.97994,0.97807,2,1,1.0
1363,2022-05-04 14:00:00,0.98456,0.97807,0.97994,0.97807,2,1,1.0
1364,2022-05-04 18:00:00,0.98521,0.97154,0.97994,0.97807,-1,-1,1.0
1366,2022-05-04 22:00:00,0.98521,0.9712,0.98521,0.97807,-1,-1,1.0
1367,2022-05-05 02:00:00,0.98521,0.97092,0.98521,0.97807,-1,1,1.0
1369,2022-05-05 14:00:00,0.98888,0.97092,0.98521,0.97092,1,1,1.0
1370,2022-05-05 18:00:00,0.98896,0.97092,0.98521,0.97092,1,1,1.0
1373,2022-05-06 18:00:00,0.98918,0.98268,0.98896,0.98268,1,1,1.0
1375,2022-05-08 22:00:00,0.99095,0.98268,0.98918,0.98268,2,1,1.0
1376,2022-05-09 02:00:00,0.99354,0.98268,0.98918,0.98268,2,1,1.0
1377,2022-05-09 06:00:00,0.99458,0.98268,0.98918,0.98268,2,1,1.0
1379,2022-05-09 14:00:00,0.99653,0.98926,0.98918,0.98926,2,1,1.0
1381,2022-05-10 06:00:00,0.99714,0.98926,0.99653,0.98926,-1,1,1.0
1382,2022-05-10 10:00:00,0.99745,0.99052,0.99653,0.98926,-1,-1,1.0
1384,2022-05-11 06:00:00,0.99745,0.98716,0.99745,0.98926,-1,1,1.0
1388,2022-05-12 10:00:00,0.99992,0.99317,0.99614,0.99317,2,1,1.0
1389,2022-05-12 14:00:00,1.0049,0.99317,0.99614,0.99317,2,1,1.0
1392,2022-05-16 06:00:00,1.00581,0.99317,1.00468,0.99317,1,1,1.0
1393,2022-05-16 10:00:00,1.00639,0.99317,1.00468,0.99317,1,-1,1.0
1396,2022-05-17 10:00:00,1.00639,0.9918,1.00639,1.00073,-1,-1,1.0
1399,2022-05-18 14:00:00,0.99843,0.98598,0.99843,0.9918,-1,-1,1.0
1400,2022-05-18 22:00:00,0.99843,0.98582,0.99843,0.9918,-1,-1,1.0
1401,2022-05-19 02:00:00,0.99843,0.98524,0.99843,0.9918,-1,-1,1.0
1402,2022-05-19 06:00:00,0.99843,0.97488,0.99843,0.9918,-1,-1,1.0
1403,2022-05-19 10:00:00,0.99843,0.97103,0.99843,0.9918,-1,-1,1.0
1404,2022-05-19 14:00:00,0.99843,0.96968,0.99843,0.9918,-1,-1,1.0
1406,2022-05-20 02:00:00,0.99843,0.96945,0.99843,0.96968,1,-1,1.0
1407,2022-05-20 06:00:00,0.99843,0.96934,0.99843,0.96968,1,-1,1.0
1410,2022-05-23 06:00:00,0.97637,0.96586,0.97637,0.96934,-2,-1,1.0
1411,2022-05-23 10:00:00,0.97637,0.96269,0.97637,0.96934,-2,-1,1.0
1414,2022-05-24 06:00:00,0.96696,0.96101,0.96696,0.96269,-1,-1,1.0
1415,2022-05-24 10:00:00,0.96696,0.95952,0.96696,0.96269,-1,-1,1.0
1416,2022-05-24 14:00:00,0.96696,0.95733,0.96696,0.96269,-1,-1,1.0
1422,2022-05-26 22:00:00,0.96322,0.95649,0.96322,0.95823,1,-1,1.0
1425,2022-05-27 10:00:00,0.96021,0.95485,0.96021,0.95649,-1,-1,1.0
1426,2022-05-27 14:00:00,0.96021,0.95443,0.96021,0.95649,-1,1,1.0
1429,2022-05-30 10:00:00,0.96059,0.95534,0.96021,0.95534,-1,1,1.0
1432,2022-05-30 22:00:00,0.96135,0.95567,0.96059,0.95567,-1,1,1.0
1433,2022-05-31 06:00:00,0.96162,0.95567,0.96059,0.95567,-1,1,1.0
1434,2022-05-31 10:00:00,0.96197,0.95567,0.96059,0.95567,-1,1,1.0
1437,2022-06-01 06:00:00,0.96233,0.95887,0.96197,0.95672,1,1,1.0
