Datetime,Open,High,Low,Close,Adj Close,Volume,Fractal
2023-08-07 00:00:00,1.2751686573028564,1.2751686573028564,1.2746647596359253,1.2747784852981567,1.2747784852981567,0,
2023-08-07 00:15:00,1.2748922109603882,1.2749735116958618,1.2747135162353516,1.2749085426330566,1.2749085426330566,0,
2023-08-07 00:30:00,1.2747948169708252,1.2752012014389038,1.2747948169708252,1.2750873565673828,1.2750873565673828,0,
2023-08-07 00:45:00,1.2750873565673828,1.27524995803833,1.2748109102249146,1.274941086769104,1.274941086769104,0,
2023-08-07 01:00:00,1.2752174139022827,1.2754939794540405,1.2745835781097412,1.2753963470458984,1.2753963470458984,0,fractal_low
2023-08-07 01:15:00,1.2755916118621826,1.2758032083511353,1.2755590677261353,1.2755916118621826,1.2755916118621826,0,
2023-08-07 01:30:00,1.275738000869751,1.2759984731674194,1.2756891250610352,1.2759984731674194,1.2759984731674194,0,
2023-08-07 01:45:00,1.2760635614395142,1.2760635614395142,1.27586829662323,1.2759170532226562,1.2759170532226562,0,fractal_high
2023-08-07 02:00:00,1.2757054567337036,1.2757054567337036,1.2749247550964355,1.2749247550964355,1.2749247550964355,0,
2023-08-07 02:15:00,1.2749735116958618,1.2749735116958618,1.2742587327957153,1.2742587327957153,1.2742587327957153,0,
2023-08-07 02:30:00,1.274047613143921,1.274209976196289,1.2738852500915527,1.274112582206726,1.274112582206726,0,fractal_low
2023-08-07 02:45:00,1.2740639448165894,1.274827241897583,1.2740639448165894,1.2747622728347778,1.2747622728347778,0,
2023-08-07 03:00:00,1.274827241897583,1.2750548124313354,1.2742424011230469,1.2742424011230469,1.2742424011230469,0,fractal_high
2023-08-07 03:15:00,1.2742587327957153,1.2747784852981567,1.2742424011230469,1.2745835781097412,1.2745835781097412,0,
2023-08-07 03:30:00,1.2745835781097412,1.2748109102249146,1.2744698524475098,1.2744860649108887,1.2744860649108887,0,
2023-08-07 03:45:00,1.2746485471725464,1.2746485471725464,1.2742424011230469,1.2745997905731201,1.2745997905731201,0,
2023-08-07 04:00:00,1.2744860649108887,1.2745672464370728,1.2743399143218994,1.2744048833847046,1.2744048833847046,0,
2023-08-07 04:15:00,1.2743399143218994,1.274518609046936,1.274209976196289,1.274518609046936,1.274518609046936,0,
2023-08-07 04:30:00,1.274616003036499,1.274616003036499,1.2739664316177368,1.2739989757537842,1.2739989757537842,0,fractal_high
2023-08-07 04:45:00,1.274112582206726,1.274112582206726,1.2737555503845215,1.2737717628479004,1.2737717628479004,0,
2023-08-07 05:00:00,1.2737555503845215,1.2737555503845215,1.2734960317611694,1.2736419439315796,1.2736419439315796,0,
2023-08-07 05:15:00,1.2737069129943848,1.2737069129943848,1.2732689380645752,1.273382544517517,1.273382544517517,0,
2023-08-07 05:30:00,1.2733986377716064,1.273560881614685,1.273317575454712,1.2734960317611694,1.2734960317611694,0,
2023-08-07 05:45:00,1.2736905813217163,1.273739218711853,1.2734798192977905,1.2735446691513062,1.2735446691513062,0,fractal_high
2023-08-07 06:00:00,1.2736095190048218,1.2736095190048218,1.2732040882110596,1.2732527256011963,1.2732527256011963,0,
2023-08-07 06:15:00,1.273058295249939,1.2733986377716064,1.2729448080062866,1.2731068134307861,1.2731068134307861,0,
2023-08-07 06:30:00,1.2729610204696655,1.2731393575668335,1.2722645998001099,1.2725237607955933,1.2725237607955933,0,
2023-08-07 06:45:00,1.2725398540496826,1.27273428440094,1.2721675634384155,1.2721675634384155,1.2721675634384155,0,
2023-08-07 07:00:00,1.2721675634384155,1.2727018594741821,1.2718439102172852,1.272394061088562,1.272394061088562,0,
2023-08-07 07:15:00,1.2724426984786987,1.2724426984786987,1.2719248533248901,1.2719248533248901,1.2719248533248901,0,
2023-08-07 07:30:00,1.2716174125671387,1.2720056772232056,1.271504282951355,1.271876335144043,1.271876335144043,0,fractal_low
2023-08-07 07:45:00,1.271811604499817,1.2726045846939087,1.271811604499817,1.272394061088562,1.272394061088562,0,
2023-08-07 08:00:00,1.2722970247268677,1.2732527256011963,1.2721513509750366,1.2732527256011963,1.2732527256011963,0,
