timestamp,open,high,low,close,volume
1663286400000,1.14513,1.14583,1.14513,1.14557,1197359.9892
1663287300000,1.14558,1.14724,1.14535,1.1469,1389030.0102
1663288200000,1.14688,1.14778,1.14659,1.14767,1369220.0165
1663289100000,1.14768,1.14775,1.14697,1.14703,1553720.005
1663290000000,1.14702,1.14799,1.14701,1.14775,685400.0053
1663290900000,1.14774,1.14778,1.14665,1.14665,1202460.0105
1663291800000,1.14665,1.1471,1.14626,1.14632,1111500
1663292700000,1.14634,1.14649,1.14559,1.14621,581750.0038
1663293600000,1.14618,1.14658,1.14582,1.14623,589369.9989
1663294500000,1.14624,1.1465,1.14542,1.14552,575290
1663295400000,1.14553,1.14617,1.1455,1.14556,483139.9908
1663296300000,1.14557,1.146,1.14545,1.14596,674619.9946
1663297200000,1.14595,1.14623,1.14575,1.14599,527479.9943
1663298100000,1.14596,1.14651,1.14589,1.14648,753339.9982
1663299000000,1.14647,1.14688,1.14628,1.14636,901569.9902
1663299900000,1.14636,1.14638,1.14595,1.14623,428809.999
1663300800000,1.1463,1.14686,1.1462,1.14637,898729.9976
1663301700000,1.14638,1.14679,1.14637,1.14646,600880.003
1663302600000,1.14644,1.14711,1.1464,1.14688,628559.9957
1663303500000,1.14688,1.14689,1.14642,1.14651,342579.9994
1663304400000,1.14651,1.14651,1.14578,1.14591,651289.9961
1663305300000,1.14592,1.14596,1.14544,1.14592,700020.0005
1663306200000,1.14591,1.14591,1.14528,1.1453,846629.9953
1663307100000,1.1453,1.14553,1.14486,1.14519,759039.9971
1663308000000,1.1452,1.1452,1.14251,1.14301,1355829.998
1663308900000,1.143,1.14367,1.14169,1.14273,1777180.0117
1663309800000,1.14272,1.14308,1.14136,1.1424,1519079.9942
1663310700000,1.14244,1.14244,1.1408,1.14189,1364540.0124
1663311600000,1.14191,1.14303,1.14176,1.14221,2070829.998
1663312500000,1.14219,1.143,1.14074,1.14116,2537229.9728
1663313400000,1.14118,1.14178,1.13898,1.13935,2212369.9875
1663314300000,1.13934,1.13935,1.135,1.13726,5165820.0073
1663315200000,1.13724,1.13817,1.13699,1.13704,2537770.0043
1663316100000,1.13706,1.1379,1.13599,1.13758,2009029.9835
1663317000000,1.13761,1.13794,1.1362,1.13621,2057690.0024
1663317900000,1.13621,1.13732,1.13533,1.13701,2590150.0092
1663318800000,1.13702,1.13813,1.13702,1.13753,2437849.9985
1663319700000,1.13753,1.13792,1.13711,1.13779,2671340.0269
1663320600000,1.13779,1.13891,1.13765,1.13835,1972669.9944
1663321500000,1.13834,1.13846,1.13733,1.13771,1457599.9908
1663322400000,1.13775,1.13828,1.13716,1.13743,1384319.9883
1663323300000,1.13743,1.1391,1.13742,1.13888,1365839.9811
1663324200000,1.13891,1.14044,1.13888,1.14001,1355400.0092
1663325100000,1.14001,1.14126,1.1399,1.14039,1644349.9908
1663326000000,1.14038,1.14131,1.13976,1.13991,2131020.031
1663326900000,1.13991,1.14108,1.1395,1.14088,1378169.9944
1663327800000,1.14088,1.14111,1.14018,1.14067,1947380.0201
1663328700000,1.14067,1.14109,1.13978,1.13979,1835119.9989
1663329600000,1.1398,1.14003,1.13889,1.1389,1916320.0073
1663330500000,1.1389,1.13959,1.1376,1.13801,2011350.0061
1663331400000,1.138,1.13845,1.13763,1.13828,1690049.9954
1663332300000,1.13829,1.13885,1.13759,1.13784,2525220.0165
1663333200000,1.13784,1.13878,1.13778,1.13843,2863900.0168
1663334100000,1.13843,1.13933,1.13762,1.13929,2655030.0293
1663335000000,1.13928,1.14029,1.13801,1.139,4251039.9628
1663335900000,1.13901,1.13999,1.13857,1.13949,3064449.9512
1663336800000,1.13956,1.14252,1.1395,1.14189,4206529.9835
1663337700000,1.1419,1.14218,1.14059,1.1414,4065680.0079
1663338600000,1.14139,1.14402,1.14139,1.14378,4176179.9774
1663339500000,1.14377,1.14463,1.14247,1.1431,5266630.0354
1663340400000,1.14309,1.14378,1.14135,1.14135,4037889.9841
1663341300000,1.14138,1.14296,1.14136,1.1422,3619229.9652
1663342200000,1.14219,1.14272,1.14111,1.14118,2901579.9942
1663343100000,1.14115,1.14185,1.14064,1.14166,2535330.0095
1663344000000,1.14166,1.14169,1.14035,1.14036,1809150.0015
1663344900000,1.14036,1.14061,1.13868,1.13886,1468099.9908
1663345800000,1.13885,1.13989,1.13875,1.13977,1412939.9967
1663346700000,1.13977,1.14013,1.1393,1.13966,1862840.0116
1663347600000,1.13967,1.1405,1.13934,1.14049,1361719.9898
1663348500000,1.14049,1.14068,1.13968,1.13998,1085570.0054
1663349400000,1.13997,1.14039,1.13965,1.13979,1978689.9834
1663350300000,1.13977,1.13981,1.13858,1.13864,1408079.9904
1663351200000,1.13865,1.13911,1.13857,1.13887,1782160.0075
1663352100000,1.13887,1.14078,1.13884,1.14058,1711020.0195
1663353000000,1.14059,1.14121,1.14039,1.14091,1064799.9992
1663353900000,1.14089,1.14139,1.14067,1.14111,1206830.0037
1663354800000,1.1411,1.1422,1.1411,1.1415,855089.9925
1663355700000,1.14151,1.14192,1.14137,1.14162,684499.9962
1663356600000,1.14163,1.14225,1.14115,1.14224,1464300.0031
1663357500000,1.14225,1.14258,1.14188,1.14237,403709.9991
1663358400000,1.14236,1.14261,1.14223,1.1424,136159.9997
1663359300000,1.1424,1.14248,1.14182,1.14228,223149.9999
1663360200000,1.14228,1.14228,1.14155,1.14191,457140.0099
1663361100000,1.14192,1.14317,1.14147,1.14187,2756669.9657
1663534800000,1.14137,1.14166,1.14109,1.14166,18570.0001
1663535700000,1.14159,1.14197,1.14158,1.14189,58469.9995
1663536600000,1.1418,1.14194,1.14179,1.14186,111960.0002
1663537500000,1.14194,1.14194,1.14149,1.14159,69290.0009
1663538400000,1.14148,1.14204,1.14108,1.14197,780190.0091
1663539300000,1.142,1.14217,1.1415,1.14172,1373149.9823
1663540200000,1.1417,1.14257,1.14156,1.14226,679299.993
1663541100000,1.14226,1.14299,1.1422,1.14281,523369.9913
1663542000000,1.14277,1.14298,1.14245,1.14286,1081909.9998
1663542900000,1.14284,1.14312,1.14251,1.14297,906799.9935
1663543800000,1.14295,1.14376,1.14285,1.14361,1026510.0012
1663544700000,1.14362,1.14406,1.14294,1.14336,542899.9939
1663545600000,1.14336,1.14414,1.14326,1.1434,1223120.0123
1663546500000,1.14338,1.14369,1.14325,1.14339,1166889.9994
1663547400000,1.14338,1.14359,1.14239,1.14261,612320.0054
1663548300000,1.14259,1.14259,1.14209,1.14241,521560.0042
1663549200000,1.14239,1.14276,1.14215,1.14227,1059889.9994
1663550100000,1.14226,1.14264,1.14199,1.14242,765459.9953
1663551000000,1.14243,1.14265,1.14183,1.14206,296480.0005
1663551900000,1.14207,1.14207,1.14144,1.14145,504769.9995
1663552800000,1.14147,1.14154,1.14062,1.14066,997979.9957
1663553700000,1.14063,1.14063,1.13941,1.13978,761040.0004
1663554600000,1.13979,1.14018,1.13964,1.13997,399069.9997
1663555500000,1.14,1.14075,1.14,1.14069,229019.999
1663556400000,1.1407,1.1407,1.14018,1.14029,280030.0035
1663557300000,1.14029,1.14048,1.14006,1.1402,303490.0019
1663558200000,1.14023,1.14041,1.13985,1.13989,456559.9961
1663559100000,1.13984,1.14019,1.13979,1.14012,425030.0026
1663560000000,1.14007,1.14041,1.13983,1.13987,432230.0038
1663560900000,1.13986,1.14049,1.13985,1.14029,272909.9979
1663561800000,1.14029,1.14054,1.14028,1.14029,195660.0008
1663562700000,1.1403,1.14043,1.13995,1.14007,466190.0017
1663563600000,1.14008,1.14008,1.13956,1.13977,250010.0017
1663564500000,1.13977,1.14033,1.13974,1.13994,202150.002
1663565400000,1.13993,1.14015,1.13891,1.1392,225139.9993
1663566300000,1.13921,1.13963,1.13883,1.13937,620249.9981
