"2021.01.01","00:00","JPY","N","Bank Holiday","","","","","121137"
"2021.01.01","00:01","CNY","N","Bank Holiday","","","","","121138"
"2021.01.01","07:00","CHF","N","Bank Holiday","","","","","121139"
"2021.01.01","07:01","EUR","N","French Bank Holiday","","","","","121140"
"2021.01.01","07:02","EUR","N","German Bank Holiday","","","","","121141"
"2021.01.01","07:03","EUR","N","Italian Bank Holiday","","","","","121142"
"2021.01.01","08:00","GBP","N","Bank Holiday","","","","","121129"
"2021.01.01","13:00","CAD","N","Bank Holiday","","","","","117269"
"2021.01.01","13:00","USD","N","Bank Holiday","","","","","117281"
"2021.01.03","20:00","NZD","N","Bank Holiday","","","","","117259"
"2021.01.04","00:30","JPY","L","Final Manufacturing PMI","50.0","49.7","49.7","","120773"
"2021.01.04","01:45","CNY","L","Caixin Manufacturing PMI","53.0","54.7","54.9","","116551"
"2021.01.04","05:30","AUD","L","Commodity Prices y/y","11.7%","","2.5%","2.2%","117677"
"2021.01.04","08:15","EUR","L","Spanish Manufacturing PMI","51.0","52.6","49.8","","116729"
"2021.01.04","08:30","CHF","L","Manufacturing PMI","58.0","54.4","55.2","","116801"
"2021.01.04","08:45","EUR","L","Italian Manufacturing PMI","52.8","53.5","51.5","","116732"
"2021.01.04","08:50","EUR","L","French Final Manufacturing PMI","51.1","51.1","51.1","","116733"
"2021.01.04","08:55","EUR","L","German Final Manufacturing PMI","58.3","58.6","58.6","","116734"
"2021.01.04","09:00","EUR","L","Final Manufacturing PMI","55.2","55.5","55.5","","116735"
"2021.01.04","09:30","GBP","M","Final Manufacturing PMI","57.5","57.3","57.3","","116736"
"2021.01.04","09:30","GBP","L","M4 Money Supply m/m","0.8%","0.4%","0.7%","0.6%","119457"
"2021.01.04","09:30","GBP","L","Mortgage Approvals","105K","82K","98K","","119456"
"2021.01.04","09:30","GBP","L","Net Lending to Individuals m/m","4.1B","3.0B","3.8B","3.7B","119458"
"2021.01.04","10:15","All","H","OPEC-JMMC Meetings","","","","","116336"
"2021.01.04","14:30","CAD","M","Manufacturing PMI","57.9","","55.8","","117653"
"2021.01.04","14:45","USD","L","Final Manufacturing PMI","57.1","56.3","56.5","","117558"
"2021.01.04","15:00","USD","L","Construction Spending m/m","0.9%","1.1%","1.6%","1.3%","117293"
"2021.01.04","15:00","USD","L","FOMC Member Bostic Speaks","","","","","121380"
"2021.01.04","15:00","USD","L","FOMC Member Evans Speaks","","","","","121379"
"2021.01.04","23:50","JPY","L","Monetary Base y/y","18.3%","18.0%","16.5%","","120937"
"2021.01.05","00:30","AUD","L","ANZ Job Advertisements m/m","9.2%","","13.5%","13.9%","119084"
"2021.01.05","07:00","EUR","L","German Retail Sales m/m","1.9%","-2.0%","2.6%","","120543"
"2021.01.05","07:30","CHF","L","CPI m/m","-0.1%","0.0%","-0.2%","","119769"
"2021.01.05","08:00","EUR","L","Spanish Unemployment Change","36.8K","30.5K","25.3K","","116887"
"2021.01.05","08:55","EUR","L","German Unemployment Change","-37K","10K","-40K","-39K","120521"
"2021.01.05","09:00","EUR","L","M3 Money Supply y/y","11.0%","10.6%","10.5%","","120247"
"2021.01.05","09:00","EUR","L","Private Loans y/y","3.1%","3.3%","3.2%","3.1%","120248"
"2021.01.05","10:15","All","H","OPEC-JMMC Meetings","","","","","121386"
"2021.01.05","13:30","CAD","L","IPPI m/m","-0.6%","-0.2%","-0.4%","","117945"
"2021.01.05","13:30","CAD","L","RMPI m/m","0.6%","0.9%","0.5%","","117946"
"2021.01.05","14:53","NZD","L","GDT Price Index","3.9%","","1.3%","","119415"
"2021.01.05","15:00","USD","M","ISM Manufacturing PMI","60.7","56.6","57.5","","117305"
"2021.01.05","15:00","USD","L","ISM Manufacturing Prices","77.6","66.0","65.4","","117306"
"2021.01.05","15:15","USD","L","Wards Total Vehicle Sales","16.3M","15.8M","15.6M","","117400"
"2021.01.05","20:45","USD","L","FOMC Member Evans Speaks","","","","","121381"
"2021.01.06","00:01","GBP","L","BRC Shop Price Index y/y","-1.8%","","-1.8%","","112372"
"2021.01.06","01:45","CNY","L","Caixin Services PMI","56.3","58.1","57.8","","121364"
"2021.01.06","03:35","JPY","L","10-y Bond Auction","0.02|3.4","","0.02|3.4","","120726"
"2021.01.06","05:00","JPY","L","Consumer Confidence","31.8","32.6","33.7","","120792"
"2021.01.06","07:03","EUR","N","Italian Bank Holiday","","","","","121248"
"2021.01.06","07:29","EUR","L","German Prelim CPI m/m","0.5%","0.6%","-0.8%","","121383"
"2021.01.06","07:45","EUR","L","French Prelim CPI m/m","0.2%","0.4%","0.2%","","111889"
"2021.01.06","08:15","EUR","L","Spanish Services PMI","48.0","44.5","39.5","","116813"
"2021.01.06","08:45","EUR","L","Italian Services PMI","39.7","45.0","39.4","","116814"
"2021.01.06","08:50","EUR","L","French Final Services PMI","49.1","49.2","49.2","","116815"
"2021.01.06","08:55","EUR","L","German Final Services PMI","47.0","47.7","47.7","","116816"
"2021.01.06","09:00","EUR","L","Final Services PMI","46.4","47.4","47.3","","116817"
"2021.01.06","09:30","GBP","L","Final Services PMI","49.4","49.9","49.9","","116818"
"2021.01.06","10:00","EUR","L","PPI m/m","0.4%","0.2%","0.4%","","120273"
"2021.01.06","10:05","GBP","L","10-y Bond Auction","0.33|2.9","","0.43|2.7","","119815"
"2021.01.06","10:36","EUR","L","German 10-y Bond Auction","-0.52|1.6","","-0.57|2.0","","120461"
"2021.01.06","13:15","USD","M","ADP Non-Farm Employment Change","-123K","60K","304K","307K","117488"
"2021.01.06","14:30","GBP","H","BOE Gov Bailey Speaks","","","","","121384"
"2021.01.06","14:45","USD","L","Final Services PMI","54.8","55.2","55.3","","121365"
"2021.01.06","15:00","USD","L","Factory Orders m/m","1.0%","0.7%","1.3%","1.0%","118252"
"2021.01.06","15:30","USD","L","Crude Oil Inventories","-8.0M","-2.8M","-6.1M","","118695"
"2021.01.06","19:00","USD","H","FOMC Meeting Minutes","","","","","111372"
"2021.01.06","23:30","JPY","L","Average Cash Earnings y/y","-2.2%","-0.9%","-0.7%","-0.8%","121366"
"2021.01.07","00:30","AUD","L","Building Approvals m/m","2.6%","1.9%","3.3%","3.8%","119208"
"2021.01.07","00:30","AUD","L","Trade Balance","5.02B","6.45B","6.58B","7.46B","119196"
"2021.01.07","07:00","EUR","L","German Factory Orders m/m","2.3%","-0.6%","3.3%","2.9%","120579"
"2021.01.07","07:30","CHF","L","Retail Sales y/y","1.7%","3.5%","4.3%","3.1%","119792"
"2021.01.07","09:00","EUR","L","ECB Economic Bulletin","","","","","121387"
"2021.01.07","09:30","GBP","L","Construction PMI","54.6","54.6","54.7","","119817"
"2021.01.07","09:32","GBP","L","Housing Equity Withdrawal q/q","-7.0B","-7.0B","-9.0B","-7.7B","116406"
"2021.01.07","10:00","EUR","L","Core CPI Flash Estimate y/y","0.2%","0.2%","0.2%","","120274"
"2021.01.07","10:00","EUR","L","CPI Flash Estimate y/y","-0.3%","-0.2%","-0.3%","","120275"
"2021.01.07","10:00","EUR","L","Italian Prelim CPI m/m","0.3%","0.2%","-0.1%","","121378"
"2021.01.07","10:00","EUR","L","Retail Sales m/m","-6.1%","-3.4%","1.4%","1.5%","120276"
"2021.01.07","10:04","EUR","L","French 10-y Bond Auction","-0.33|1.9","","-0.26|2.1","","116936"
"2021.01.07","12:30","USD","L","Challenger Job Cuts y/y","134.5%","","45.4%","","117412"
"2021.01.07","13:30","CAD","L","Trade Balance","-3.3B","-3.6B","-3.7B","-3.8B","117690"
"2021.01.07","13:30","USD","M","Unemployment Claims","787K","798K","790K","787K","117424"
"2021.01.07","13:30","USD","L","Trade Balance","-68.1B","-66.7B","-63.1B","","117476"
"2021.01.07","15:00","CAD","M","Ivey PMI","46.7","53.1","52.7","","117665"
"2021.01.07","15:00","USD","M","ISM Services PMI","57.2","54.5","55.9","","117531"
"2021.01.07","15:30","USD","L","Natural Gas Storage","-130B","-142B","-114B","","118643"
"2021.01.07","18:00","USD","L","FOMC Member Evans Speaks","","","","","121382"
"2021.01.07","23:30","JPY","L","Household Spending y/y","1.1%","-1.0%","1.9%","","121002"
"2021.01.08","03:35","JPY","L","30-y Bond Auction","0.65|3.0","","0.65|3.5","","120727"
"2021.01.08","05:00","JPY","L","Leading Indicators","96.6%","96.6%","94.3%","93.8%","121014"
"2021.01.08","06:45","CHF","L","Unemployment Rate","3.4%","3.4%","3.4%","","119716"
"2021.01.08","07:00","EUR","L","German Industrial Production m/m","0.9%","0.7%","3.4%","3.2%","120580"
"2021.01.08","07:00","EUR","L","German Trade Balance","16.4B","18.5B","18.2B","","120581"
"2021.01.08","07:45","EUR","L","French Consumer Spending m/m","-18.9%","-15.8%","3.9%","3.7%","111865"
"2021.01.08","07:45","EUR","L","French Industrial Production m/m","-0.9%","-1.0%","1.9%","1.6%","117019"
"2021.01.08","07:45","EUR","L","French Trade Balance","-3.6B","-4.9B","-4.6B","-4.8B","117072"
"2021.01.08","08:02","CHF","L","Foreign Currency Reserves","891B","","877B","876B","119670"
"2021.01.08","08:30","GBP","L","Halifax HPI m/m","0.2%","1.0%","1.0%","1.2%","119492"
"2021.01.08","10:00","EUR","L","Italian Monthly Unemployment Rate","8.9%","10.0%","9.5%","9.8%","111741"
"2021.01.08","10:00","EUR","L","Unemployment Rate","8.3%","8.5%","8.4%","","120277"
"2021.01.08","13:30","CAD","H","Employment Change","-62.6K","-32.5K","62.1K","","117617"
"2021.01.08","13:30","CAD","H","Unemployment Rate","8.6%","8.7%","8.5%","","117618"
"2021.01.08","13:30","USD","H","Average Hourly Earnings m/m","0.8%","0.2%","0.3%","","117377"
"2021.01.08","13:30","USD","H","Non-Farm Employment Change","-140K","60K","336K","245K","117364"
"2021.01.08","13:30","USD","H","Unemployment Rate","6.7%","6.8%","6.7%","","117376"
"2021.01.08","15:00","USD","L","Final Wholesale Inventories m/m","0.0%","-0.1%","-0.1%","","118280"
"2021.01.08","16:00","USD","L","FOMC Member Clarida Speaks","","","","","121385"
"2021.01.08","20:00","USD","L","Consumer Credit m/m","15.3B","9.0B","4.5B","7.2B","118212"
"2021.01.11","00:00","AUD","L","MI Inflation Gauge m/m","0.5%","","0.3%","","119096"
"2021.01.11","00:00","JPY","N","Bank Holiday","","","","","121208"
"2021.01.11","01:30","CNY","L","CPI y/y","0.2%","0.0%","-0.5%","","116646"
"2021.01.11","01:30","CNY","L","PPI y/y","-0.4%","-0.7%","-1.5%","","116647"
"2021.01.11","09:30","EUR","L","Sentix Investor Confidence","1.3","2.0","-2.7","","120425"
"2021.01.11","14:00","GBP","L","MPC Member Tenreyro Speaks","","","","","121391"
"2021.01.11","15:30","CAD","M","BOC Business Outlook Survey","","","","","117903"
"2021.01.11","17:00","USD","L","FOMC Member Bostic Speaks","","","","","121393"
"2021.01.11","23:50","JPY","L","Bank Lending y/y","6.2%","6.5%","6.2%","6.3%","120962"
"2021.01.11","23:50","JPY","L","Current Account","2.34T","2.00T","1.98T","","120963"
"2021.01.12","00:01","GBP","L","BRC Retail Sales Monitor y/y","4.8%","5.9%","7.7%","","120006"
"2021.01.12","05:00","JPY","L","Economy Watchers Sentiment","35.5","36.9","45.6","","120798"
"2021.01.12","09:00","EUR","L","Italian Retail Sales m/m","-6.9%","-4.5%","0.5%","0.6%","116995"
"2021.01.12","10:00","GBP","M","MPC Member Broadbent Speaks","","","","","121392"
"2021.01.12","11:00","USD","L","NFIB Small Business Index","95.9","100.1","101.4","","118017"
"2021.01.12","11:01","CNY","L","M2 Money Supply y/y","10.1%","10.7%","10.7%","","116623"
"2021.01.12","11:01","CNY","L","New Loans","1260B","1250B","1430B","","116622"
"2021.01.12","14:35","USD","L","FOMC Member Brainard Speaks","","","","","121398"
"2021.01.12","15:00","USD","L","JOLTS Job Openings","6.53M","6.42M","6.63M","6.65M","118160"
"2021.01.12","15:02","USD","L","IBD/TIPP Economic Optimism","50.1","50.1","49.0","","118100"
"2021.01.12","18:01","USD","L","10-y Bond Auction","1.16|2.5","","0.95|2.3","","117703"
"2021.01.12","23:50","JPY","L","M2 Money Stock y/y","9.2%","9.2%","9.1%","","120949"
"2021.01.13","00:00","NZD","L","ANZ Commodity Prices m/m","1.8%","","0.9%","","119387"
