Date,Time,Currency,Name,,,,,
2023-02-22 00:00:00,19:00,USD,FOMC Meeting Minutes,,,,,130117
2023-02-22 00:00:00,19:10,NZD,RBNZ Gov Orr Speaks,,,,,133899
2023-02-23 00:00:00,13:30,USD,Prelim GDP q/q,2.7%,2.9%,2.9%,,129794
2023-02-24 00:00:00,00:34,JPY,BOJ Gov Ueda Speaks,,,,,133896
2023-02-24 00:00:00,13:30,USD,Core PCE Price Index m/m,0.6%,0.4%,0.4%,0.3%,129816
2023-02-27 00:00:00,04:10,JPY,BOJ Gov Ueda Speaks,,,,,133909
2023-02-28 00:00:00,13:30,CAD,GDP m/m,-0.1%,0.0%,0.1%,,132554
2023-02-28 00:00:00,15:00,USD,CB Consumer Confidence,102.9,108.5,106.0,107.1,130521
2023-03-01 00:00:00,00:30,AUD,CPI y/y,7.4%,8.1%,8.4%,,132781
2023-03-01 00:00:00,10:00,GBP,BOE Gov Bailey Speaks,,,,,133907
2023-03-01 00:00:00,15:00,USD,ISM Manufacturing PMI,47.7,47.9,47.4,,130009
2023-03-02 00:00:00,19:06,NZD,RBNZ Gov Orr Speaks,,,,,133911
2023-03-03 00:00:00,15:00,USD,ISM Services PMI,55.1,54.5,55.2,,130054
2023-03-06 00:00:00,07:30,CHF,CPI m/m,0.7%,0.5%,0.6%,,131393
2023-03-07 00:00:00,03:30,AUD,Cash Rate,3.60%,3.60%,3.35%,,130283
2023-03-07 00:00:00,03:30,AUD,RBA Rate Statement,,,,,130294
2023-03-07 00:00:00,15:00,USD,Fed Chair Powell Testifies,,,,,133929
2023-03-07 00:00:00,21:55,AUD,RBA Gov Lowe Speaks,,,,,133932
2023-03-08 00:00:00,13:15,USD,ADP Non-Farm Employment Change,242K,197K,119K,106K,133615
2023-03-08 00:00:00,15:00,CAD,BOC Rate Statement,,,,,128244
2023-03-08 00:00:00,15:00,CAD,Overnight Rate,4.50%,4.50%,4.50%,,128236
2023-03-08 00:00:00,15:00,USD,Fed Chair Powell Testifies,,,,,133939
2023-03-08 00:00:00,15:00,USD,JOLTS Job Openings,10.82M,10.58M,11.23M,11.01M,132219
2023-03-10 00:00:00,02:31,JPY,Monetary Policy Statement,,,,,128145
2023-03-10 00:00:00,06:30,JPY,BOJ Press Conference,,,,,128143
2023-03-10 00:00:00,07:00,GBP,GDP m/m,0.3%,0.1%,-0.5%,,133502
2023-03-10 00:00:00,13:30,CAD,Employment Change,21.8K,8.5K,150.0K,,132522
2023-03-10 00:00:00,13:30,CAD,Unemployment Rate,5.0%,5.1%,5.0%,,132521
2023-03-10 00:00:00,13:30,USD,Average Hourly Earnings m/m,0.2%,0.3%,0.3%,,129730
2023-03-10 00:00:00,13:30,USD,Non-Farm Employment Change,311K,224K,504K,517K,129728
2023-03-10 00:00:00,13:30,USD,Unemployment Rate,3.6%,3.4%,3.4%,,129729
2023-03-12 00:00:00,22:20,USD,Fed Announcement,,,,,133949
2023-03-14 00:00:00,07:00,GBP,Claimant Count Change,-11.2K,12.5K,-30.3K,-12.9K,133461
2023-03-14 00:00:00,12:30,USD,Core CPI m/m,0.5%,0.4%,0.4%,,129676
2023-03-14 00:00:00,12:30,USD,CPI m/m,0.4%,0.4%,0.5%,,129664
2023-03-14 00:00:00,12:30,USD,CPI y/y,6.0%,6.0%,6.4%,,129688
2023-03-15 00:00:00,12:30,GBP,Annual Budget Release,,,,,132919
2023-03-15 00:00:00,12:30,USD,Core PPI m/m,0.0%,0.4%,0.1%,0.5%,129703
2023-03-15 00:00:00,12:30,USD,Core Retail Sales m/m,-0.1%,-0.1%,2.4%,2.3%,129856
2023-03-15 00:00:00,12:30,USD,Empire State Manufacturing Index,-24.6,-7.9,-5.8,,130042
2023-03-15 00:00:00,12:30,USD,PPI m/m,-0.1%,0.3%,0.3%,0.7%,129702
2023-03-15 00:00:00,12:30,USD,Retail Sales m/m,-0.4%,-0.3%,3.2%,3.0%,129855
2023-03-15 00:00:00,21:45,NZD,GDP q/q,-0.6%,-0.2%,1.7%,2.0%,130907
2023-03-16 00:00:00,00:30,AUD,Employment Change,64.6K,49.7K,-10.9K,-11.5K,131051
2023-03-16 00:00:00,00:30,AUD,Unemployment Rate,3.5%,3.6%,3.7%,,131050
2023-03-16 00:00:00,12:30,USD,Unemployment Claims,192K,205K,212K,211K,130210
2023-03-16 00:00:00,13:15,EUR,Main Refinancing Rate,3.50%,3.50%,3.00%,,132439
2023-03-16 00:00:00,13:15,EUR,Monetary Policy Statement,,,,,132440
2023-03-16 00:00:00,13:45,EUR,ECB Press Conference,,,,,132438
2023-03-17 00:00:00,14:00,USD,Prelim UoM Consumer Sentiment,63.4,66.9,67.0,66.4,130412
2023-03-19 00:00:00,21:00,USD,Fed Announcement,,,,,133969
2023-03-21 00:00:00,12:30,CAD,CPI m/m,0.4%,0.5%,0.5%,,132317
2023-03-21 00:00:00,12:30,CAD,Median CPI y/y,4.9%,4.8%,5.0%,,132313
2023-03-21 00:00:00,12:30,CAD,Trimmed CPI y/y,4.8%,4.9%,5.1%,,132314
2023-03-22 00:00:00,07:00,GBP,CPI y/y,10.4%,9.9%,10.1%,,133394
2023-03-22 00:00:00,18:00,USD,Federal Funds Rate,5.00%,5.00%,4.75%,,128394
2023-03-22 00:00:00,18:00,USD,FOMC Economic Projections,,,,,128409
2023-03-22 00:00:00,18:00,USD,FOMC Statement,,,,,128402
2023-03-22 00:00:00,18:30,USD,FOMC Press Conference,,,,,128414
2023-03-23 00:00:00,08:30,CHF,SNB Monetary Policy Assessment,,,,,131311
2023-03-23 00:00:00,08:30,CHF,SNB Policy Rate,1.50%,1.50%,1.00%,,131312
2023-03-23 00:00:00,09:00,CHF,SNB Press Conference,,,,,131313
2023-03-23 00:00:00,12:00,GBP,Monetary Policy Summary,,,,,133231
2023-03-23 00:00:00,12:00,GBP,MPC Official Bank Rate Votes,7-0-2,7-0-2,7-0-2,,133232
2023-03-23 00:00:00,12:00,GBP,Official Bank Rate,4.25%,4.25%,4.00%,,133230
2023-03-23 00:00:00,12:30,USD,Unemployment Claims,191K,198K,192K,,130211
2023-03-23 00:00:00,14:00,GBP,BOE Gov Bailey Speaks,,,,,133981
2023-03-24 00:00:00,08:15,EUR,French Flash Manufacturing PMI,47.7,48.1,47.4,47.9,131982
2023-03-24 00:00:00,08:15,EUR,French Flash Services PMI,55.5,52.4,53.1,52.8,131994
2023-03-24 00:00:00,08:30,EUR,German Flash Manufacturing PMI,44.4,47.1,46.3,46.5,132006
2023-03-24 00:00:00,08:30,EUR,German Flash Services PMI,53.9,51.0,50.9,51.3,132018
2023-03-24 00:00:00,09:30,GBP,Flash Manufacturing PMI,48.0,49.8,49.3,49.2,132058
2023-03-24 00:00:00,09:30,GBP,Flash Services PMI,52.8,53.1,53.5,53.3,132067
2023-03-24 00:00:00,10:15,EUR,Euro Summit,,,,,133994
2023-03-24 00:00:00,13:45,USD,Flash Manufacturing PMI,49.3,47.0,47.3,47.8,132231
2023-03-24 00:00:00,13:45,USD,Flash Services PMI,53.8,50.3,50.6,50.5,132243
2023-03-27 00:00:00,17:00,GBP,BOE Gov Bailey Speaks,,,,,133972
2023-03-28 00:00:00,08:45,GBP,BOE Gov Bailey Speaks,,,,,133973
2023-03-28 00:00:00,14:00,USD,CB Consumer Confidence,104.2,101.0,103.4,102.9,130522
2023-03-29 00:00:00,00:30,AUD,CPI y/y,6.8%,7.2%,7.4%,,132782
2023-03-30 00:00:00,06:29,EUR,German Prelim CPI m/m,0.8%,0.7%,0.8%,,131773
2023-03-30 00:00:00,12:30,USD,Final GDP q/q,2.6%,2.7%,2.7%,,129795
2023-03-30 00:00:00,12:30,USD,Unemployment Claims,198K,196K,191K,,130212
2023-03-31 00:00:00,12:30,CAD,GDP m/m,0.5%,0.4%,-0.1%,,132555
2023-03-31 00:00:00,12:30,USD,Core PCE Price Index m/m,0.3%,0.4%,0.5%,0.6%,129817
2023-04-03 00:00:00,06:30,CHF,CPI m/m,0.2%,0.4%,0.7%,,131394
2023-04-03 00:00:00,14:00,USD,ISM Manufacturing PMI,46.3,47.5,47.7,,130011
2023-04-04 00:00:00,04:30,AUD,Cash Rate,3.60%,3.60%,3.60%,,130284
2023-04-04 00:00:00,04:30,AUD,RBA Rate Statement,,,,,130295
2023-04-04 00:00:00,14:00,USD,JOLTS Job Openings,9.93M,10.49M,10.56M,10.82M,132220
2023-04-05 00:00:00,02:00,NZD,Official Cash Rate,5.25%,5.00%,4.75%,,128276
2023-04-05 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,128277
2023-04-05 00:00:00,02:30,AUD,RBA Gov Lowe Speaks,,,,,134010
2023-04-05 00:00:00,12:15,USD,ADP Non-Farm Employment Change,145K,208K,261K,242K,133616
2023-04-05 00:00:00,14:00,USD,ISM Services PMI,51.2,54.3,55.1,,130055
2023-04-06 00:00:00,12:30,CAD,Employment Change,34.7K,10.2K,21.8K,,132523
2023-04-06 00:00:00,12:30,CAD,Unemployment Rate,5.0%,5.1%,5.0%,,132524
2023-04-06 00:00:00,12:30,USD,Unemployment Claims,228K,200K,246K,198K,130213
2023-04-07 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.3%,0.3%,0.2%,,129731
2023-04-07 00:00:00,12:30,USD,Non-Farm Employment Change,236K,228K,326K,311K,129733
2023-04-07 00:00:00,12:30,USD,Unemployment Rate,3.5%,3.6%,3.6%,,129732
2023-04-12 00:00:00,12:30,USD,Core CPI m/m,0.4%,0.4%,0.5%,,129677
2023-04-12 00:00:00,12:30,USD,CPI m/m,0.1%,0.2%,0.4%,,129665
2023-04-12 00:00:00,12:30,USD,CPI y/y,5.0%,5.1%,6.0%,,129689
2023-04-12 00:00:00,13:00,GBP,BOE Gov Bailey Speaks,,,,,134026
2023-04-12 00:00:00,14:00,CAD,BOC Monetary Policy Report,,,,,128265
2023-04-12 00:00:00,14:00,CAD,BOC Rate Statement,,,,,128245
2023-04-12 00:00:00,14:00,CAD,Overnight Rate,4.50%,4.50%,4.50%,,128237
2023-04-12 00:00:00,15:00,CAD,BOC Press Conference,,,,,128269
2023-04-12 00:00:00,18:00,USD,FOMC Meeting Minutes,,,,,130118
2023-04-12 00:00:00,19:15,GBP,BOE Gov Bailey Speaks,,,,,134031
2023-04-13 00:00:00,01:30,AUD,Employment Change,53.0K,20.8K,63.6K,64.6K,131052
2023-04-13 00:00:00,01:30,AUD,Unemployment Rate,3.5%,3.6%,3.5%,,131053
2023-04-13 00:00:00,06:00,GBP,GDP m/m,0.0%,0.1%,0.4%,0.3%,133508
2023-04-13 00:00:00,12:30,USD,Core PPI m/m,-0.1%,0.2%,0.2%,0.0%,129704
2023-04-13 00:00:00,12:30,USD,PPI m/m,-0.5%,0.0%,0.0%,-0.1%,129705
2023-04-13 00:00:00,12:30,USD,Unemployment Claims,239K,233K,228K,,130214
2023-04-13 00:00:00,13:00,CAD,BOC Gov Macklem Speaks,,,,,134033
2023-04-14 00:00:00,12:30,USD,Core Retail Sales m/m,-0.8%,-0.4%,0.0%,-0.1%,129858
2023-04-14 00:00:00,12:30,USD,Retail Sales m/m,-1.0%,-0.4%,-0.2%,-0.4%,129857
2023-04-14 00:00:00,14:00,USD,Prelim UoM Consumer Sentiment,63.5,62.0,62.0,63.4,130416
2023-04-17 00:00:00,12:30,USD,Empire State Manufacturing Index,10.8,-17.7,-24.6,,130043
2023-04-18 00:00:00,06:00,GBP,Claimant Count Change,28.2K,-2.5K,-18.8K,-11.2K,133465
2023-04-18 00:00:00,12:30,CAD,CPI m/m,0.5%,0.6%,0.4%,,132322
2023-04-18 00:00:00,12:30,CAD,Median CPI y/y,4.6%,4.5%,4.9%,,132318
2023-04-18 00:00:00,12:30,CAD,Trimmed CPI y/y,4.4%,4.4%,4.8%,,132319
2023-04-18 00:00:00,15:30,CAD,BOC Gov Macklem Speaks,,,,,134051
2023-04-19 00:00:00,06:00,GBP,CPI y/y,10.1%,9.8%,10.4%,,133401
2023-04-19 00:00:00,22:45,NZD,CPI q/q,1.2%,1.5%,1.4%,,130984
2023-04-20 00:00:00,02:00,AUD,RBA Gov Lowe Speaks,,,,,134064
2023-04-20 00:00:00,12:30,USD,Unemployment Claims,245K,240K,240K,239K,130215
2023-04-20 00:00:00,15:30,CAD,BOC Gov Macklem Speaks,,,,,134052
2023-04-21 00:00:00,07:15,EUR,French Flash Manufacturing PMI,45.5,47.9,47.3,47.7,131983
2023-04-21 00:00:00,07:15,EUR,French Flash Services PMI,56.3,53.6,53.9,55.5,131995
2023-04-21 00:00:00,07:30,EUR,German Flash Manufacturing PMI,44.0,45.6,44.7,44.4,132007
2023-04-21 00:00:00,07:30,EUR,German Flash Services PMI,55.7,53.3,53.7,53.9,132019
2023-04-21 00:00:00,08:30,GBP,Flash Manufacturing PMI,46.6,48.3,47.9,48.0,132056
2023-04-21 00:00:00,08:30,GBP,Flash Services PMI,54.9,52.9,52.9,52.8,132068
2023-04-21 00:00:00,13:45,USD,Flash Manufacturing PMI,50.4,49.0,49.2,49.3,132232
2023-04-21 00:00:00,13:45,USD,Flash Services PMI,53.7,51.5,52.6,53.8,132245
2023-04-25 00:00:00,14:00,USD,CB Consumer Confidence,101.3,104.1,104.0,104.2,130523
2023-04-26 00:00:00,01:30,AUD,CPI q/q,1.4%,1.3%,1.9%,,131015
2023-04-26 00:00:00,01:30,AUD,CPI y/y,6.3%,6.5%,6.8%,,132783
2023-04-26 00:00:00,01:30,AUD,Trimmed Mean CPI q/q,1.2%,1.4%,1.7%,,131019
2023-04-27 00:00:00,12:30,USD,Advance GDP q/q,1.1%,2.0%,2.6%,2.9%,129797
2023-04-27 00:00:00,12:30,USD,Unemployment Claims,230K,247K,246K,245K,130216
2023-04-27 00:00:00,23:30,JPY,Tokyo Core CPI y/y,3.5%,3.2%,3.2%,,128835
2023-04-28 00:00:00,04:00,JPY,BOJ Outlook Report,,,,,128156
2023-04-28 00:00:00,04:00,JPY,Monetary Policy Statement,,,,,128148
2023-04-28 00:00:00,06:29,EUR,German Prelim CPI m/m,0.4%,0.6%,0.8%,,131774
2023-04-28 00:00:00,06:30,JPY,BOJ Press Conference,,,,,128146
2023-04-28 00:00:00,12:30,CAD,GDP m/m,0.1%,0.2%,0.6%,0.5%,132556
2023-04-28 00:00:00,12:30,USD,Core PCE Price Index m/m,0.3%,0.3%,0.3%,,129818
2023-04-28 00:00:00,12:30,USD,Employment Cost Index q/q,1.2%,1.1%,1.0%,,129659
2023-05-01 00:00:00,14:00,USD,ISM Manufacturing PMI,47.1,46.8,46.3,,130013
2023-05-02 00:00:00,04:30,AUD,Cash Rate,3.85%,3.60%,3.60%,,130285
2023-05-02 00:00:00,04:30,AUD,RBA Rate Statement,,,,,130296
2023-05-02 00:00:00,11:20,AUD,RBA Gov Lowe Speaks,,,,,134073
2023-05-02 00:00:00,14:00,USD,JOLTS Job Openings,9.59M,9.74M,9.97M,9.93M,132221
2023-05-02 00:00:00,22:45,NZD,Employment Change q/q,0.8%,0.5%,0.5%,0.2%,130954
2023-05-02 00:00:00,22:45,NZD,Unemployment Rate,3.4%,3.5%,3.4%,,130953
2023-05-03 00:00:00,01:00,NZD,RBNZ Gov Orr Speaks,,,,,134087
2023-05-03 00:00:00,12:15,USD,ADP Non-Farm Employment Change,296K,148K,142K,145K,133617
2023-05-03 00:00:00,14:00,USD,ISM Services PMI,51.9,51.8,51.2,,130056
2023-05-03 00:00:00,18:00,USD,Federal Funds Rate,5.25%,5.25%,5.00%,,128395
2023-05-03 00:00:00,18:00,USD,FOMC Statement,,,,,128403
2023-05-03 00:00:00,18:30,USD,FOMC Press Conference,,,,,128415
2023-05-04 00:00:00,12:15,EUR,Main Refinancing Rate,3.75%,3.75%,3.50%,,132443
2023-05-04 00:00:00,12:15,EUR,Monetary Policy Statement,,,,,132442
2023-05-04 00:00:00,12:30,USD,Unemployment Claims,242K,239K,229K,230K,130217
2023-05-04 00:00:00,12:45,EUR,ECB Press Conference,,,,,132441
2023-05-04 00:00:00,16:50,CAD,BOC Gov Macklem Speaks,,,,,134086
2023-05-05 00:00:00,06:30,CHF,CPI m/m,0.0%,0.2%,0.2%,,131395
2023-05-05 00:00:00,12:30,CAD,Employment Change,41.4K,21.6K,34.7K,,132525
2023-05-05 00:00:00,12:30,CAD,Unemployment Rate,5.0%,5.1%,5.0%,,132526
2023-05-05 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.5%,0.3%,0.3%,,129736
2023-05-05 00:00:00,12:30,USD,Non-Farm Employment Change,253K,181K,165K,236K,129734
2023-05-05 00:00:00,12:30,USD,Unemployment Rate,3.4%,3.6%,3.5%,,129735
2023-05-10 00:00:00,12:30,USD,Core CPI m/m,0.4%,0.3%,0.4%,,129678
2023-05-10 00:00:00,12:30,USD,CPI m/m,0.4%,0.4%,0.1%,,129666
2023-05-10 00:00:00,12:30,USD,CPI y/y,4.9%,5.0%,5.0%,,129690
2023-05-11 00:00:00,11:00,GBP,BOE Monetary Policy Report,,,,,133252
2023-05-11 00:00:00,11:00,GBP,Monetary Policy Summary,,,,,133235
2023-05-11 00:00:00,11:00,GBP,MPC Official Bank Rate Votes,7-0-2,7-0-2,7-0-2,,133234
2023-05-11 00:00:00,11:00,GBP,Official Bank Rate,4.50%,4.50%,4.25%,,133233
2023-05-11 00:00:00,11:30,GBP,BOE Gov Bailey Speaks,,,,,134093
2023-05-11 00:00:00,12:30,USD,Core PPI m/m,0.2%,0.2%,0.0%,-0.1%,129706
2023-05-11 00:00:00,12:30,USD,PPI m/m,0.2%,0.3%,-0.4%,-0.5%,129707
2023-05-11 00:00:00,12:30,USD,Unemployment Claims,264K,245K,242K,,130218
2023-05-12 00:00:00,03:00,NZD,Inflation Expectations q/q,2.79%,,3.30%,,131180
2023-05-12 00:00:00,06:00,GBP,GDP m/m,-0.3%,0.0%,0.0%,,133515
2023-05-12 00:00:00,14:00,USD,Prelim UoM Consumer Sentiment,57.7,63.0,63.5,,130419
2023-05-15 00:00:00,12:30,USD,Empire State Manufacturing Index,-31.8,-3.7,10.8,,130044
2023-05-16 00:00:00,06:00,GBP,Claimant Count Change,46.7K,31.2K,26.5K,28.2K,133467
2023-05-16 00:00:00,12:30,CAD,CPI m/m,0.7%,0.5%,0.5%,,132327
2023-05-16 00:00:00,12:30,CAD,Median CPI y/y,4.2%,4.3%,4.5%,4.6%,132323
2023-05-16 00:00:00,12:30,CAD,Trimmed CPI y/y,4.2%,4.1%,4.4%,,132324
2023-05-16 00:00:00,12:30,USD,Core Retail Sales m/m,0.4%,0.5%,-0.5%,-0.8%,129859
2023-05-16 00:00:00,12:30,USD,Retail Sales m/m,0.4%,0.8%,-0.7%,-1.0%,129860
2023-05-17 00:00:00,01:30,AUD,Wage Price Index q/q,0.8%,0.9%,0.8%,,131027
2023-05-17 00:00:00,09:50,GBP,BOE Gov Bailey Speaks,,,,,134124
2023-05-18 00:00:00,01:30,AUD,Employment Change,-4.3K,24.8K,61.1K,53.0K,131054
2023-05-18 00:00:00,01:30,AUD,Unemployment Rate,3.7%,3.5%,3.5%,,131055
2023-05-18 00:00:00,12:30,USD,Unemployment Claims,242K,253K,264K,,130219
2023-05-18 00:00:00,15:00,CAD,BOC Gov Macklem Speaks,,,,,134131
2023-05-19 00:00:00,15:00,USD,Fed Chair Powell Speaks,,,,,134119
2023-05-23 00:00:00,07:15,EUR,French Flash Manufacturing PMI,46.1,46.1,45.6,45.5,131984
2023-05-23 00:00:00,07:15,EUR,French Flash Services PMI,52.8,54.0,54.6,56.3,131996
2023-05-23 00:00:00,07:30,EUR,German Flash Manufacturing PMI,42.9,44.9,44.5,44.0,132009
2023-05-23 00:00:00,07:30,EUR,German Flash Services PMI,57.8,55.0,56.0,55.7,132025
2023-05-23 00:00:00,08:30,GBP,Flash Manufacturing PMI,46.9,47.9,47.8,46.6,132054
2023-05-23 00:00:00,08:30,GBP,Flash Services PMI,55.1,55.5,55.9,54.9,132069
2023-05-23 00:00:00,13:45,USD,Flash Manufacturing PMI,48.5,50.0,50.2,50.4,132233
2023-05-23 00:00:00,13:45,USD,Flash Services PMI,55.1,52.6,53.6,53.7,132246
2023-05-24 00:00:00,02:00,NZD,Official Cash Rate,5.50%,5.50%,5.25%,,128278
2023-05-24 00:00:00,02:00,NZD,RBNZ Monetary Policy Statement,,,,,128280
2023-05-24 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,128279
2023-05-24 00:00:00,03:00,NZD,RBNZ Press Conference,,,,,128281
2023-05-24 00:00:00,06:00,GBP,CPI y/y,8.7%,8.2%,10.1%,,133407
2023-05-24 00:00:00,09:30,GBP,BOE Gov Bailey Speaks,,,,,134138
2023-05-24 00:00:00,13:00,GBP,BOE Gov Bailey Speaks,,,,,134139
2023-05-24 00:00:00,18:00,USD,FOMC Meeting Minutes,,,,,130119
2023-05-25 00:00:00,12:30,USD,Prelim GDP q/q,1.3%,1.1%,1.1%,,129799
2023-05-25 00:00:00,12:30,USD,Unemployment Claims,229K,249K,225K,242K,130220
2023-05-26 00:00:00,12:30,USD,Core PCE Price Index m/m,0.4%,0.3%,0.3%,,129819
2023-05-30 00:00:00,14:00,USD,CB Consumer Confidence,102.3,99.1,103.7,101.3,130524
2023-05-30 00:00:00,23:00,AUD,RBA Gov Lowe Speaks,,,,,134150
2023-05-31 00:00:00,01:30,AUD,CPI y/y,6.8%,6.4%,6.3%,,132784
2023-05-31 00:00:00,06:29,EUR,German Prelim CPI m/m,-0.1%,0.2%,0.4%,,131775
2023-05-31 00:00:00,12:30,CAD,GDP m/m,0.0%,-0.1%,0.1%,,132557
2023-05-31 00:00:00,14:00,USD,JOLTS Job Openings,10.10M,9.41M,9.75M,9.59M,132222
2023-06-01 00:00:00,09:00,EUR,CPI Flash Estimate y/y,6.1%,6.3%,7.0%,,132662
2023-06-01 00:00:00,12:15,USD,ADP Non-Farm Employment Change,278K,173K,291K,296K,133618
2023-06-01 00:00:00,12:30,USD,Unemployment Claims,232K,236K,230K,229K,130221
2023-06-01 00:00:00,14:00,USD,ISM Manufacturing PMI,46.9,47.0,47.1,,130015
2023-06-02 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.3%,0.3%,0.4%,0.5%,129737
2023-06-02 00:00:00,12:30,USD,Non-Farm Employment Change,339K,193K,294K,253K,129739
2023-06-02 00:00:00,12:30,USD,Unemployment Rate,3.7%,3.5%,3.4%,,129738
2023-06-04 00:00:00,10:15,All,OPEC-JMMC Meetings,,,,,132394
2023-06-05 00:00:00,06:30,CHF,CPI m/m,0.3%,0.3%,0.0%,,131396
2023-06-05 00:00:00,14:00,USD,ISM Services PMI,50.3,52.6,51.9,,130057
2023-06-06 00:00:00,04:30,AUD,Cash Rate,4.10%,3.85%,3.85%,,130286
2023-06-06 00:00:00,04:30,AUD,RBA Rate Statement,,,,,130297
2023-06-06 00:00:00,23:20,AUD,RBA Gov Lowe Speaks,,,,,134162
2023-06-07 00:00:00,01:30,AUD,GDP q/q,0.2%,0.3%,0.6%,0.5%,131007
2023-06-07 00:00:00,14:00,CAD,BOC Rate Statement,,,,,128246
2023-06-07 00:00:00,14:00,CAD,Overnight Rate,4.75%,4.50%,4.50%,,128238
2023-06-08 00:00:00,12:30,USD,Unemployment Claims,261K,236K,233K,232K,130222
2023-06-09 00:00:00,12:30,CAD,Employment Change,-17.3K,21.2K,41.4K,,132528
2023-06-09 00:00:00,12:30,CAD,Unemployment Rate,5.2%,5.1%,5.0%,,132527
2023-06-13 00:00:00,06:00,GBP,Claimant Count Change,-13.6K,21.4K,23.4K,46.7K,133471
2023-06-13 00:00:00,12:30,USD,Core CPI m/m,0.4%,0.4%,0.4%,,129679
2023-06-13 00:00:00,12:30,USD,CPI m/m,0.1%,0.2%,0.4%,,129667
2023-06-13 00:00:00,12:30,USD,CPI y/y,4.0%,4.1%,4.9%,,129691
2023-06-13 00:00:00,14:00,GBP,BOE Gov Bailey Speaks,,,,,134177
2023-06-14 00:00:00,06:00,GBP,GDP m/m,0.2%,0.2%,-0.3%,,133521
2023-06-14 00:00:00,12:30,USD,Core PPI m/m,0.2%,0.2%,0.2%,,129708
2023-06-14 00:00:00,12:30,USD,PPI m/m,-0.3%,-0.1%,0.2%,,129709
2023-06-14 00:00:00,18:00,USD,Federal Funds Rate,5.25%,5.25%,5.25%,,128396
2023-06-14 00:00:00,18:00,USD,FOMC Economic Projections,,,,,128410
2023-06-14 00:00:00,18:00,USD,FOMC Statement,,,,,128404
2023-06-14 00:00:00,18:30,USD,FOMC Press Conference,,,,,128416
2023-06-14 00:00:00,22:45,NZD,GDP q/q,-0.1%,-0.1%,-0.7%,-0.6%,130908
2023-06-15 00:00:00,01:30,AUD,Employment Change,75.9K,18.6K,-4.0K,-4.3K,131057
2023-06-15 00:00:00,01:30,AUD,Unemployment Rate,3.6%,3.7%,3.7%,,131056
2023-06-15 00:00:00,02:00,CNY,Industrial Production y/y,3.5%,3.5%,5.6%,,131619
2023-06-15 00:00:00,12:15,EUR,Main Refinancing Rate,4.00%,4.00%,3.75%,,132444
2023-06-15 00:00:00,12:15,EUR,Monetary Policy Statement,,,,,132445
2023-06-15 00:00:00,12:30,USD,Core Retail Sales m/m,0.1%,0.1%,0.4%,,129861
2023-06-15 00:00:00,12:30,USD,Empire State Manufacturing Index,6.6,-15.0,-31.8,,130045
2023-06-15 00:00:00,12:30,USD,Retail Sales m/m,0.3%,-0.2%,0.4%,,129862
2023-06-15 00:00:00,12:30,USD,Unemployment Claims,262K,246K,262K,261K,130223
2023-06-15 00:00:00,12:45,EUR,ECB Press Conference,,,,,132446
2023-06-16 00:00:00,02:47,JPY,Monetary Policy Statement,,,,,128150
2023-06-16 00:00:00,06:30,JPY,BOJ Press Conference,,,,,128151
2023-06-16 00:00:00,14:00,USD,Prelim UoM Consumer Sentiment,63.9,60.1,59.2,57.7,130423
2023-06-16 00:00:00,18:00,USD,Treasury Currency Report,,,,,131309
2023-06-21 00:00:00,06:02,GBP,CPI y/y,8.7%,8.4%,8.7%,,133413
2023-06-21 00:00:00,14:00,USD,Fed Chair Powell Testifies,,,,,134196
2023-06-22 00:00:00,07:30,CHF,SNB Monetary Policy Assessment,,,,,131314
2023-06-22 00:00:00,07:30,CHF,SNB Policy Rate,1.75%,1.75%,1.50%,,131315
2023-06-22 00:00:00,08:00,CHF,SNB Press Conference,,,,,131316
2023-06-22 00:00:00,11:00,GBP,Monetary Policy Summary,,,,,133236
2023-06-22 00:00:00,11:00,GBP,MPC Official Bank Rate Votes,7-0-2,7-0-2,7-0-2,,133238
2023-06-22 00:00:00,11:00,GBP,Official Bank Rate,5.00%,4.75%,4.50%,,133237
2023-06-22 00:00:00,11:15,GBP,BOE Gov Bailey Speaks,,,,,134224
2023-06-22 00:00:00,12:30,USD,Unemployment Claims,264K,261K,264K,262K,130224
2023-06-22 00:00:00,14:00,USD,Fed Chair Powell Testifies,,,,,134197
2023-06-23 00:00:00,07:15,EUR,French Flash Manufacturing PMI,45.5,45.4,45.7,46.1,131985
2023-06-23 00:00:00,07:15,EUR,French Flash Services PMI,48.0,52.2,52.5,52.8,131997
2023-06-23 00:00:00,07:30,EUR,German Flash Manufacturing PMI,41.0,43.6,43.2,42.9,132008
2023-06-23 00:00:00,07:30,EUR,German Flash Services PMI,54.1,56.3,57.2,57.8,132024
2023-06-23 00:00:00,08:30,GBP,Flash Manufacturing PMI,46.2,46.9,47.1,46.9,132052
2023-06-23 00:00:00,08:30,GBP,Flash Services PMI,53.7,54.8,55.2,55.1,132070
2023-06-23 00:00:00,13:45,USD,Flash Manufacturing PMI,46.3,48.6,48.4,48.5,132234
2023-06-23 00:00:00,13:45,USD,Flash Services PMI,54.1,53.9,54.9,55.1,132247
2023-06-27 00:00:00,12:30,CAD,CPI m/m,0.4%,0.4%,0.7%,,132332
