"2022.01.06","10:00","EUR","L","PPI m/m","1.8%","1.1%","5.4%","","126670"
"2022.01.06","10:07","EUR","L","French 10-y Bond Auction","0.30|2.1","","-0.19|2.7","","122601"
"2022.01.06","12:30","USD","L","Challenger Job Cuts y/y","-75.3%","","-77.0%","","123101"
"2022.01.06","13:30","CAD","L","Trade Balance","3.1B","2.1B","2.3B","2.1B","125998"
"2022.01.06","13:30","USD","M","Unemployment Claims","207K","199K","200K","198K","122961"
"2022.01.06","13:30","USD","L","Trade Balance","-80.2B","-80.5B","-67.2B","-67.1B","124156"
"2022.01.06","15:00","USD","H","ISM Services PMI","62.0","67.0","69.1","","123137"
"2022.01.06","15:00","USD","L","Factory Orders m/m","1.6%","1.5%","1.2%","1.0%","124739"
"2022.01.06","15:30","USD","L","Natural Gas Storage","-31B","-55B","-136B","","122067"
"2022.01.06","23:30","JPY","L","Average Cash Earnings y/y","0.0%","0.5%","0.2%","","125912"
"2022.01.06","23:30","JPY","L","Household Spending y/y","-1.3%","1.3%","-0.6%","","126866"
"2022.01.06","23:30","JPY","L","Tokyo Core CPI y/y","0.5%","0.5%","0.3%","","120832"
"2022.01.07","03:35","JPY","L","30-y Bond Auction","0.72|3.6","","0.67|3.2","","126958"
"2022.01.07","06:45","CHF","L","Unemployment Rate","2.4%","2.5%","2.5%","","125105"
"2022.01.07","07:00","EUR","L","German Industrial Production m/m","-0.2%","1.1%","2.4%","2.8%","125496"
"2022.01.07","07:00","EUR","L","German Trade Balance","10.9B","12.7B","12.4B","12.5B","125495"
"2022.01.07","07:00","GBP","L","Halifax HPI m/m","1.1%","1.1%","1.1%","1.0%","124258"
"2022.01.07","07:30","CHF","L","Retail Sales y/y","5.8%","0.8%","2.2%","1.2%","125153"
"2022.01.07","07:45","EUR","L","French Consumer Spending m/m","0.8%","0.5%","-0.6%","-0.4%","117095"
"2022.01.07","07:45","EUR","L","French Industrial Production m/m","-0.4%","0.5%","0.9%","","122547"
"2022.01.07","07:45","EUR","L","French Trade Balance","-9.7B","-7.2B","-7.7B","-7.5B","124992"
"2022.01.07","08:00","CHF","L","Foreign Currency Reserves","945B","","922B","","125052"
"2022.01.07","09:30","GBP","L","Construction PMI","54.3","53.9","55.5","","124685"
"2022.01.07","09:30","GBP","L","Housing Equity Withdrawal q/q","-7.1B","3.8B","6.1B","7.2B","124533"
"2022.01.07","10:00","EUR","L","Core CPI Flash Estimate y/y","2.6%","2.5%","2.6%","","126672"
"2022.01.07","10:00","EUR","L","CPI Flash Estimate y/y","5.0%","4.8%","4.9%","","126673"
"2022.01.07","10:00","EUR","L","Retail Sales m/m","1.0%","-0.4%","0.3%","0.2%","126671"
"2022.01.07","13:30","CAD","H","Employment Change","54.7K","24.5K","153.7K","","122913"
"2022.01.07","13:30","CAD","H","Unemployment Rate","5.9%","6.0%","6.0%","","122925"
"2022.01.07","13:30","USD","H","Average Hourly Earnings m/m","0.6%","0.4%","0.4%","0.3%","124042"
"2022.01.07","13:30","USD","H","Non-Farm Employment Change","199K","426K","249K","210K","122937"
"2022.01.07","13:30","USD","H","Unemployment Rate","3.9%","4.1%","4.2%","","122949"
"2022.01.07","15:00","CAD","M","Ivey PMI","45.0","64.3","61.2","","125189"
"2022.01.07","17:15","GBP","L","MPC Member Mann Speaks","","","","","127248"
"2022.01.07","20:00","USD","L","Consumer Credit m/m","40.0B","19.9B","16.0B","16.9B","124781"
"2022.01.08","15:00","GBP","L","MPC Member Mann Speaks","","","","","127249"
"2022.01.08","17:15","GBP","L","MPC Member Mann Speaks","","","","","127250"
"2022.01.10","00:00","AUD","L","MI Inflation Gauge m/m","0.2%","","0.3%","","123392"
"2022.01.10","00:00","JPY","N","Bank Holiday","","","","","126590"
"2022.01.10","00:30","AUD","L","Building Approvals m/m","3.6%","3.2%","-13.6%","-12.9%","125625"
"2022.01.10","09:00","EUR","L","Italian Monthly Unemployment Rate","9.2%","9.3%","9.4%","","116966"
"2022.01.10","09:30","EUR","L","Sentix Investor Confidence","14.9","12.6","13.5","","125353"
"2022.01.10","10:00","EUR","L","Unemployment Rate","7.2%","7.2%","7.3%","","126674"
"2022.01.10","15:00","USD","L","Final Wholesale Inventories m/m","1.4%","1.2%","1.2%","","124242"
"2022.01.11","00:01","GBP","L","BRC Retail Sales Monitor y/y","0.6%","0.3%","1.8%","","126540"
"2022.01.11","00:30","AUD","L","Retail Sales m/m","7.3%","3.5%","4.9%","","125636"
"2022.01.11","00:30","AUD","L","Trade Balance","9.42B","10.50B","10.78B","11.22B","124942"
"2022.01.11","05:00","JPY","L","Leading Indicators","103.0%","102.9%","101.5%","102.1%","126806"
"2022.01.11","09:00","EUR","L","Italian Retail Sales m/m","-0.4%","0.3%","0.2%","0.1%","122559"
"2022.01.11","10:20","EUR","M","ECB President Lagarde Speaks","","","","","127260"
"2022.01.11","10:50","USD","L","NFIB Small Business Index","98.9","98.6","98.4","","124030"
"2022.01.11","14:12","USD","L","FOMC Member Mester Speaks","","","","","127251"
"2022.01.11","14:30","USD","L","FOMC Member George Speaks","","","","","127252"
"2022.01.11","15:00","USD","H","Fed Chair Powell Testifies","","","","","127253"
"2022.01.11","15:00","USD","L","IBD/TIPP Economic Optimism","44.7","50.2","48.4","","123077"
"2022.01.11","23:50","JPY","L","Bank Lending y/y","0.6%","0.7%","0.6%","","125864"
"2022.01.11","23:50","JPY","L","Current Account","1.37T","1.05T","1.03T","","126854"
"2022.01.12","00:00","NZD","L","ANZ Commodity Prices m/m","-0.2%","","2.8%","","123665"
"2022.01.12","01:30","CNY","L","CPI y/y","1.5%","1.7%","2.3%","","123495"
"2022.01.12","01:30","CNY","L","PPI y/y","10.3%","11.3%","12.9%","","123496"
"2022.01.12","05:00","JPY","L","Economy Watchers Sentiment","56.4","56.2","56.3","","127004"
"2022.01.12","07:00","EUR","L","German WPI m/m","0.2%","1.2%","1.3%","","125498"
"2022.01.12","08:30","CNY","L","M2 Money Supply y/y","9.0%","8.6%","8.5%","","123499"
"2022.01.12","08:30","CNY","L","New Loans","1130B","1250B","1270B","","123500"
"2022.01.12","10:00","EUR","L","Industrial Production m/m","2.3%","0.1%","-1.3%","1.1%","126675"
"2022.01.12","10:35","EUR","L","German 30-y Bond Auction","0.28|1.1","","0.08|1.1","","125444"
"2022.01.12","13:30","USD","H","Core CPI m/m","0.6%","0.5%","0.5%","","124067"
"2022.01.12","13:30","USD","H","CPI m/m","0.5%","0.4%","0.8%","","124066"
"2022.01.12","13:30","USD","H","CPI y/y","7.0%","7.0%","6.8%","","128650"
"2022.01.12","14:15","GBP","L","MPC Member Cunliffe Speaks","","","","","127257"
"2022.01.12","15:30","USD","M","Crude Oil Inventories","-4.6M","-2.1M","-2.1M","","122184"
"2022.01.12","18:01","USD","M","10-y Bond Auction","1.72|2.5","","1.52|2.4","","123909"
"2022.01.12","19:00","USD","L","Beige Book","","","","","123067"
"2022.01.12","19:00","USD","L","Federal Budget Balance","-21.3B","-5.8B","-191.3B","","123055"
"2022.01.12","21:45","NZD","L","Building Consents m/m","0.6%","","-2.1%","-2.0%","125237"
"2022.01.12","23:50","JPY","L","M2 Money Stock y/y","3.7%","3.9%","4.0%","","127071"
"2022.01.13","05:58","JPY","L","Prelim Machine Tool Orders y/y","40.5%","","64.0%","","126902"
"2022.01.13","07:03","CNY","L","Foreign Direct Investment ytd/y","14.9%","","15.9%","","123568"
"2022.01.13","08:45","GBP","L","MPC Member Mann Speaks","","","","","127256"
"2022.01.13","09:00","EUR","L","ECB Economic Bulletin","","","","","117236"
"2022.01.13","09:00","EUR","L","Italian Industrial Production m/m","1.9%","0.4%","-0.5%","-0.6%","122535"
"2022.01.13","09:30","GBP","L","BOE Credit Conditions Survey","","","","","123767"
"2022.01.13","10:33","GBP","L","10-y Bond Auction","","","","","132879"
"2022.01.13","13:30","USD","H","PPI m/m","0.2%","0.4%","0.8%","","124094"
"2022.01.13","13:30","USD","M","Core PPI m/m","0.5%","0.5%","0.7%","","124095"
"2022.01.13","13:30","USD","M","Unemployment Claims","230K","199K","207K","","122962"
"2022.01.13","15:00","USD","M","FOMC Member Brainard Speaks","","","","","127262"
"2022.01.13","15:30","USD","L","Natural Gas Storage","-179B","-175B","-31B","","122068"
"2022.01.13","18:01","USD","M","30-y Bond Auction","2.08|2.4","","1.90|2.2","","123921"
"2022.01.13","23:50","JPY","L","PPI y/y","8.5%","8.8%","9.2%","9.0%","125852"
"2022.01.14","02:58","CNY","L","USD-Denominated Trade Balance","94.5B","73.9B","71.7B","","123498"
"2022.01.14","03:08","CNY","L","Trade Balance","605B","454B","461B","","123497"
"2022.01.14","07:00","GBP","L","Construction Output m/m","3.5%","0.6%","-1.7%","-1.8%","124419"
"2022.01.14","07:00","GBP","L","GDP m/m","0.9%","0.4%","0.2%","0.1%","124416"
"2022.01.14","07:00","GBP","L","Goods Trade Balance","-11.3B","-14.3B","-11.8B","-13.9B","124417"
"2022.01.14","07:00","GBP","L","Index of Services 3m/3m","1.3%","1.1%","1.2%","1.1%","124418"
"2022.01.14","07:00","GBP","L","Industrial Production m/m","1.0%","0.2%","-0.5%","-0.6%","124421"
"2022.01.14","07:00","GBP","L","Manufacturing Production m/m","1.1%","0.2%","0.1%","0.0%","124420"
"2022.01.14","07:45","EUR","L","French Final CPI m/m","0.2%","0.2%","0.2%","0.2%","125017"
"2022.01.14","07:45","EUR","L","French Gov Budget Balance","-181.0B","","-171.6B","","117071"
"2022.01.14","10:00","EUR","L","Trade Balance","-1.3B","1.5B","1.8B","2.4B","126676"
"2022.01.14","13:15","EUR","M","ECB President Lagarde Speaks","","","","","127255"
"2022.01.14","13:30","USD","H","Core Retail Sales m/m","-2.3%","0.2%","0.1%","0.3%","124168"
"2022.01.14","13:30","USD","H","Retail Sales m/m","-1.9%","0.0%","0.2%","0.3%","124169"
"2022.01.14","13:30","USD","L","Import Prices m/m","-0.2%","0.2%","0.7%","","124144"
"2022.01.14","14:15","USD","M","Industrial Production m/m","-0.1%","0.2%","0.7%","0.5%","124751"
"2022.01.14","14:15","USD","L","Capacity Utilization Rate","76.5%","77.1%","76.6%","76.8%","124752"
"2022.01.14","14:30","GBP","L","CB Leading Index m/m","0.2%","","0.1%","0.0%","127258"
"2022.01.14","14:57","GBP","L","NIESR GDP Estimate","1.2%","","1.1%","0.9%","126528"
"2022.01.14","15:00","USD","M","Prelim UoM Consumer Sentiment","68.8","70.0","70.6","70.4","123173"
"2022.01.14","15:00","USD","L","Business Inventories m/m","1.3%","1.3%","1.3%","1.2%","124272"
"2022.01.14","15:00","USD","L","Prelim UoM Inflation Expectations","4.9%","","4.8%","4.9%","123174"
"2022.01.14","16:00","USD","L","FOMC Member Williams Speaks","","","","","127254"
"2022.01.16","23:50","JPY","L","Core Machinery Orders m/m","3.4%","1.3%","3.8%","","126804"
"2022.01.17","00:01","GBP","L","Rightmove HPI m/m","0.3%","","-0.7%","","124697"
"2022.01.17","02:00","CNY","H","GDP q/y","4.0%","3.3%","4.9%","","123428"
"2022.01.17","02:00","CNY","M","Retail Sales y/y","1.7%","3.8%","3.9%","","123436"
"2022.01.17","02:00","CNY","L","Fixed Asset Investment ytd/y","4.9%","4.9%","5.2%","","123434"
"2022.01.17","02:00","CNY","L","Industrial Production y/y","4.3%","3.7%","3.8%","","123435"
"2022.01.17","02:00","CNY","L","NBS Press Conference","","","","","123437"
"2022.01.17","02:00","CNY","L","Unemployment Rate","5.1%","5.0%","5.0%","","123567"
"2022.01.17","04:30","JPY","L","Tertiary Industry Activity m/m","0.4%","1.1%","1.9%","1.5%","126926"
"2022.01.17","09:15","All","M","WEF Annual Meetings","","","","","127267"
"2022.01.17","10:15","EUR","L","Eurogroup Meetings","","","","","125410"
"2022.01.17","13:00","USD","N","Bank Holiday","","","","","121956"
"2022.01.17","13:30","CAD","L","Foreign Securities Purchases","30.15B","23.50B","22.30B","23.92B","125999"
"2022.01.17","13:30","CAD","L","Manufacturing Sales m/m","2.6%","1.7%","4.6%","4.3%","126115"
"2022.01.17","15:30","CAD","M","BOC Business Outlook Survey","","","","","122718"
"2022.01.17","21:00","NZD","L","NZIER Business Confidence","-28","","-11","","123229"
"2022.01.18","02:45","JPY","H","BOJ Outlook Report","","","","","127030"
"2022.01.18","02:45","JPY","M","Monetary Policy Statement","","","","","127028"
"2022.01.18","02:45","JPY","L","BOJ Policy Rate","-0.10%","-0.10%","-0.10%","","127027"
"2022.01.18","04:30","JPY","L","Revised Industrial Production m/m","7.0%","7.2%","7.2%","","126878"
"2022.01.18","06:30","JPY","M","BOJ Press Conference","","","","","127029"
"2022.01.18","07:00","GBP","L","Average Earnings Index 3m/y","4.2%","4.2%","4.9%","","123787"
"2022.01.18","07:00","GBP","L","Claimant Count Change","-43.3K","-38.6K","-95.1K","-49.8K","123785"
"2022.01.18","07:00","GBP","L","Unemployment Rate","4.1%","4.2%","4.2%","","123786"
"2022.01.18","07:30","CHF","L","PPI m/m","-0.1%","0.4%","0.5%","","125129"
"2022.01.18","09:00","EUR","L","Italian Trade Balance","4.16B","4.23B","3.89B","","122571"
"2022.01.18","09:15","All","M","WEF Annual Meetings","","","","","127268"
"2022.01.18","10:00","EUR","M","ZEW Economic Sentiment","49.4","29.2","26.8","","125363"
"2022.01.18","10:00","EUR","M","German ZEW Economic Sentiment","51.7","32.1","29.9","","125370"
"2022.01.18","10:15","EUR","L","ECOFIN Meetings","","","","","125409"
"2022.01.18","13:13","CAD","L","Housing Starts","236K","268K","304K","301K","125693"
"2022.01.18","13:30","USD","M","Empire State Manufacturing Index","-0.7","25.0","31.9","","123933"
"2022.01.18","14:25","NZD","L","GDT Price Index","4.6%","","0.3%","","123203"
"2022.01.18","15:00","USD","L","NAHB Housing Market Index","83","84","84","","124018"
"2022.01.18","21:00","USD","L","TIC Long-Term Purchases","137.4B","37.6B","7.1B","","124845"
"2022.01.18","23:30","AUD","L","Westpac Consumer Sentiment","-2.0%","","-1.0%","","123404"
"2022.01.19","07:00","EUR","L","German Final CPI m/m","0.5%","0.5%","0.5%","","125499"
"2022.01.19","07:00","GBP","H","CPI y/y","5.4%","5.2%","5.1%","","123826"
"2022.01.19","07:00","GBP","L","Core CPI y/y","4.2%","3.9%","4.0%","","123825"
"2022.01.19","07:00","GBP","L","PPI Input m/m","-0.2%","0.6%","1.5%","1.0%","123828"
"2022.01.19","07:00","GBP","L","PPI Output m/m","0.3%","0.6%","1.0%","0.9%","123829"
"2022.01.19","07:00","GBP","L","RPI y/y","7.5%","7.1%","7.1%","","123827"
"2022.01.19","09:00","EUR","L","Current Account","23.6B","20.3B","19.4B","18.1B","125387"
"2022.01.19","09:15","All","M","WEF Annual Meetings","","","","","127269"
"2022.01.19","09:30","GBP","L","HPI y/y","10.0%","10.0%","9.8%","10.2%","123830"
"2022.01.19","13:30","CAD","H","CPI m/m","-0.1%","-0.1%","0.2%","","123328"
"2022.01.19","13:30","CAD","M","Common CPI y/y","2.1%","2.1%","2.0%","","123343"
"2022.01.19","13:30","CAD","M","Median CPI y/y","3.0%","2.9%","2.8%","","123340"
"2022.01.19","13:30","CAD","M","Trimmed CPI y/y","3.7%","3.4%","3.4%","","123341"
"2022.01.19","13:30","CAD","L","Wholesale Sales m/m","3.5%","2.8%","1.4%","","126000"
"2022.01.19","13:30","USD","L","Building Permits","1.87M","1.71M","1.71M","","124204"
"2022.01.19","13:30","USD","L","Housing Starts","1.70M","1.65M","1.68M","","124205"
"2022.01.19","13:32","CAD","L","Core CPI m/m","0.0%","","0.0%","","123342"
"2022.01.19","14:15","GBP","H","BOE Gov Bailey Speaks","","","","","127264"
"2022.01.19","15:30","AUD","L","CB Leading Index m/m","0.4%","","0.3%","","123443"
"2022.01.19","21:45","NZD","L","FPI m/m","0.6%","","-0.6%","","125201"
"2022.01.19","23:50","JPY","L","Trade Balance","-0.44T","-0.73T","-0.47T","-0.49T","126914"
"2022.01.20","00:01","GBP","L","RICS House Price Balance","69%","69%","71%","","126516"
"2022.01.20","00:03","AUD","L","MI Inflation Expectations","4.4%","","4.8%","","122889"
"2022.01.20","00:30","AUD","H","Employment Change","64.8K","60.0K","366.1K","","124898"
"2022.01.20","00:30","AUD","H","Unemployment Rate","4.2%","4.5%","4.6%","","124886"
"2022.01.20","01:15","CNY","M","1-y Loan Prime Rate","3.70%","3.70%","3.80%","","134386"
"2022.01.20","01:15","CNY","M","5-y Loan Prime Rate","4.60%","4.55%","4.65%","","134334"
"2022.01.20","07:00","EUR","L","German PPI m/m","5.0%","0.8%","0.8%","","125500"
"2022.01.20","09:15","All","M","WEF Annual Meetings","","","","","127270"
"2022.01.20","09:48","EUR","L","Spanish 10-y Bond Auction","0.43|1.9","","0.39|2.1","","122599"
"2022.01.20","10:00","EUR","L","Final Core CPI y/y","2.6%","2.6%","2.6%","","126677"
"2022.01.20","10:00","EUR","L","Final CPI y/y","5.0%","5.0%","5.0%","","126678"
"2022.01.20","12:30","EUR","L","ECB Monetary Policy Meeting Accounts","","","","","120246"
"2022.01.20","13:30","USD","M","Philly Fed Manufacturing Index","23.2","18.9","15.4","","122848"
"2022.01.20","13:30","USD","M","Unemployment Claims","286K","227K","231K","230K","122963"
"2022.01.20","13:35","CAD","L","ADP Non-Farm Employment Change","19.2K","","102.1K","231.8K","122835"
"2022.01.20","15:00","USD","M","Existing Home Sales","6.18M","6.42M","6.48M","6.46M","124793"
"2022.01.20","15:30","USD","L","Natural Gas Storage","-206B","-190B","-179B","","122069"
"2022.01.20","16:00","USD","M","Crude Oil Inventories","0.5M","-2.1M","-4.6M","","122185"
"2022.01.20","21:30","NZD","L","BusinessNZ Manufacturing Index","53.7","","51.2","50.6","123649"
"2022.01.20","21:45","NZD","L","Visitor Arrivals m/m","44.0%","","59.6%","","125253"
"2022.01.20","23:30","JPY","L","National Core CPI y/y","0.5%","0.6%","0.5%","","125888"
"2022.01.20","23:50","JPY","L","Monetary Policy Meeting Minutes","","","","","127056"
"2022.01.21","00:01","GBP","L","GfK Consumer Confidence","-19","-15","-15","","126492"
"2022.01.21","07:00","GBP","M","Retail Sales m/m","-3.7%","-0.6%","1.0%","1.4%","124508"
"2022.01.21","09:15","All","M","WEF Annual Meetings","","","","","127271"
"2022.01.21","12:30","EUR","M","ECB President Lagarde Speaks","","","","","127280"
"2022.01.21","13:00","GBP","L","MPC Member Mann Speaks","","","","","127263"
"2022.01.21","13:30","CAD","M","Core Retail Sales m/m","1.1%","1.1%","1.3%","","126002"
"2022.01.21","13:30","CAD","M","Retail Sales m/m","0.7%","1.2%","1.5%","1.6%","126001"
"2022.01.21","13:30","CAD","L","NHPI m/m","0.2%","1.0%","0.8%","","123316"
"2022.01.21","14:57","EUR","L","Consumer Confidence","-9","-9","-8","","126842"
"2022.01.21","15:00","USD","L","CB Leading Index m/m","0.8%","0.8%","0.7%","1.1%","125717"
"2022.01.21","16:30","USD","M","Treasury Sec Yellen Speaks","","","","","127281"
"2022.01.23","22:00","AUD","L","Flash Manufacturing PMI","55.3","","57.7","57.4","123951"
"2022.01.23","22:00","AUD","L","Flash Services PMI","45.0","","55.1","","123963"
"2022.01.24","00:30","JPY","L","Flash Manufacturing PMI","54.6","55.0","54.3","54.2","126992"
"2022.01.24","08:15","EUR","M","French Flash Services PMI","53.1","55.3","57.0","57.1","124563"
"2022.01.24","08:15","EUR","L","French Flash Manufacturing PMI","55.5","55.2","55.6","54.9","124564"
"2022.01.24","08:30","EUR","H","German Flash Manufacturing PMI","60.5","56.9","57.4","57.9","124565"
"2022.01.24","08:30","EUR","H","German Flash Services PMI","52.2","47.9","48.7","48.4","124566"
"2022.01.24","09:00","EUR","L","Flash Manufacturing PMI","59.0","57.6","58.0","","124567"
"2022.01.24","09:00","EUR","L","Flash Services PMI","51.2","51.9","53.1","53.3","124568"
"2022.01.24","09:30","GBP","M","Flash Manufacturing PMI","56.9","57.7","57.9","57.6","124561"
"2022.01.24","09:30","GBP","M","Flash Services PMI","53.3","53.9","53.6","53.2","124562"
"2022.01.24","11:00","EUR","L","German Buba Monthly Report","","","","","125446"
"2022.01.24","14:45","USD","M","Flash Manufacturing PMI","55.0","56.9","57.7","57.8","124006"
"2022.01.24","14:45","USD","M","Flash Services PMI","50.9","54.9","57.6","57.5","123994"
"2022.01.24","21:30","NZD","L","BusinessNZ Services Index","49.7","","47.2","46.5","127236"
"2022.01.25","00:25","AUD","L","NAB Business Confidence","-12","","12","","123978"
"2022.01.25","00:30","AUD","H","CPI q/q","1.3%","1.0%","0.8%","","124922"
"2022.01.25","00:30","AUD","H","Trimmed Mean CPI q/q","1.0%","0.7%","0.7%","","124926"
"2022.01.25","05:00","JPY","L","BOJ Core CPI y/y","0.9%","0.7%","0.8%","","125924"
"2022.01.25","07:00","GBP","L","Public Sector Net Borrowing","16.1B","16.2B","14.0B","16.6B","124520"
"2022.01.25","09:00","EUR","M","German ifo Business Climate","95.7","94.6","94.8","94.7","125455"
"2022.01.25","11:00","GBP","L","CBI Industrial Order Expectations","24","22","24","","124661"
"2022.01.25","13:56","EUR","L","Belgian NBB Business Climate","2.7","4.2","3.6","","126656"
"2022.01.25","14:00","USD","L","HPI m/m","1.1%","1.1%","1.1%","","124829"
"2022.01.25","14:00","USD","L","S&P/CS Composite-20 HPI y/y","18.3%","17.9%","18.5%","18.4%","124817"
"2022.01.25","14:59","USD","L","Richmond Manufacturing Index","8","14","16","","122823"
"2022.01.25","15:00","USD","M","CB Consumer Confidence","113.8","111.4","115.2","115.8","123089"
"2022.01.25","21:00","AUD","N","Bank Holiday","","","","","121978"
"2022.01.25","23:50","JPY","L","BOJ Summary of Opinions","","","","","127055"
"2022.01.25","23:50","JPY","L","SPPI y/y","1.1%","1.0%","1.1%","","125858"
"2022.01.26","02:00","NZD","L","Credit Card Spending y/y","1.2%","","-0.4%","-0.1%","125269"
"2022.01.26","09:00","CHF","L","Credit Suisse Economic Expectations","9.5","","0.0","","125062"
"2022.01.26","10:32","EUR","L","German 10-y Bond Auction","-0.08|1.4","","-0.09|1.5","","125421"
"2022.01.26","13:30","USD","L","Goods Trade Balance","-101.0B","-96.1B","-98.0B","-97.8B","124727"
