,Date,Payout,Deficit
0,2020-11-01 14:15:00,,1000
1,2020-12-01 14:15:00,1576.0,
2,2021-01-01 14:15:00,1576.0,
3,2021-02-01 14:15:00,1576.0,
4,2021-04-01 14:15:00,,1058.61
5,2021-05-01 14:15:00,,3084.96
6,2021-06-01 14:15:00,,5013.56
7,2021-07-01 14:15:00,,5069.8
8,2021-08-01 14:15:00,,7889.32
