Datetime,Open,High,Low,Close,Volume,Fractal
2023-08-16 02:00:00,1.2696316242218018,1.2707772254943848,1.2689067125320435,1.2707449197769165,0,fractal_low
2023-08-16 06:00:00,1.2707288265228271,1.276535987854004,1.2700508832931519,1.2759007215499878,0,
2023-08-16 10:00:00,1.275738000869751,1.2766011953353882,1.2722808122634888,1.2722808122634888,0,fractal_high
2023-08-16 14:00:00,1.2720704078674316,1.2759984731674194,1.2720704078674316,1.2732689380645752,0,
2023-08-16 18:00:00,1.2733337879180908,1.2750385999679565,1.2713103294372559,1.2732040882110596,0,
2023-08-16 22:00:00,1.2731068134307861,1.2733663320541382,1.271795392036438,1.2721998691558838,0,
2023-08-17 02:00:00,1.2721351385116577,1.2723455429077148,1.2712780237197876,1.2723455429077148,0,
2023-08-17 06:00:00,1.272394061088562,1.2741774320602417,1.271358847618103,1.271358847618103,0,
2023-08-17 10:00:00,1.2713103294372559,1.2779879570007324,1.270405888557434,1.2771228551864624,0,fractal_low
2023-08-17 14:00:00,1.2769761085510254,1.2787723541259766,1.2739177942276,1.2759497165679932,0,fractal_high
2023-08-17 18:00:00,1.2760635614395142,1.2760635614395142,1.272782802581787,1.27472984790802,0,
2023-08-17 22:00:00,1.274047613143921,1.275835633277893,1.274047613143921,1.2754613161087036,0,
2023-08-18 02:00:00,1.275363802909851,1.2765686511993408,1.2743561267852783,1.274518609046936,0,fractal_high
2023-08-18 06:00:00,1.2745672464370728,1.275298833847046,1.2708741426467896,1.271811604499817,0,
2023-08-18 10:00:00,1.2720541954040527,1.2741613388061523,1.2690516710281372,1.2708741426467896,0,
2023-08-18 14:00:00,1.2712780237197876,1.2747135162353516,1.2708579301834106,1.2744860649108887,0,
2023-08-18 18:00:00,1.274534821510315,1.2756729125976562,1.2728800773620605,1.2736095190048218,0,
2023-08-18 22:00:00,1.2734960317611694,1.2734960317611694,1.2734960317611694,1.2734960317611694,0,
