,Datetime,M15_high,M15_low
86,2023-08-10 08:15:00,1.2757705450057983,1.2712457180023193
87,2023-08-10 09:00:00,1.275982141494751,1.274518609046936
88,2023-08-10 09:15:00,1.2768293619155884,1.274518609046936
89,2023-08-10 09:30:00,1.2768456935882568,1.274518609046936
90,2023-08-10 11:30:00,1.2772045135498047,1.2755916118621826
91,2023-08-10 11:45:00,1.2773185968399048,1.2755916118621826
92,2023-08-10 12:00:00,1.2775144577026367,1.2755916118621826
93,2023-08-10 13:30:00,1.281164288520813,1.2755916118621826
94,2023-08-10 14:00:00,1.281164288520813,1.2753963470458984
95,2023-08-10 14:15:00,1.281164288520813,1.2742424011230469
96,2023-08-10 15:45:00,1.2774654626846313,1.2731878757476807
97,2023-08-10 16:00:00,1.2774654626846313,1.2721513509750366
98,2023-08-10 16:15:00,1.2774654626846313,1.2721189260482788
99,2023-08-10 16:45:00,1.2774654626846313,1.27158522605896
100,2023-08-10 17:00:00,1.2774654626846313,1.2713426351547241
101,2023-08-10 17:15:00,1.2774654626846313,1.2706642150878906
102,2023-08-10 18:15:00,1.2724426984786987,1.269615650177002
103,2023-08-10 18:30:00,1.2724426984786987,1.2673468589782715
104,2023-08-10 23:45:00,1.2677645683288574,1.2672665119171143
105,2023-08-11 00:00:00,1.2677645683288574,1.2670738697052002
106,2023-08-11 00:45:00,1.2676681280136108,1.2670416831970215
107,2023-08-11 01:00:00,1.2676681280136108,1.2666724920272827
108,2023-08-11 01:15:00,1.2677806615829468,1.2666724920272827
109,2023-08-11 01:30:00,1.267909288406372,1.2666724920272827
110,2023-08-11 01:45:00,1.268182635307312,1.2666724920272827
111,2023-08-11 02:00:00,1.2685847282409668,1.2666724920272827
112,2023-08-11 02:15:00,1.268777847290039,1.2666724920272827
113,2023-08-11 02:30:00,1.2688745260238647,1.2666724920272827
114,2023-08-11 02:45:00,1.2691160440444946,1.2666724920272827
115,2023-08-11 07:00:00,1.2711809873580933,1.2680377960205078
116,2023-08-11 07:15:00,1.2723455429077148,1.2680377960205078
117,2023-08-11 12:15:00,1.2726207971572876,1.2695027589797974
118,2023-08-11 12:30:00,1.273560881614685,1.2695027589797974
119,2023-08-11 13:00:00,1.2737717628479004,1.2695027589797974
120,2023-08-11 13:30:00,1.2737717628479004,1.2693737745285034
121,2023-08-11 13:45:00,1.2737717628479004,1.2684721946716309
122,2023-08-11 14:00:00,1.2737717628479004,1.2684398889541626
123,2023-08-11 14:30:00,1.2737717628479004,1.268391728401184
124,2023-08-14 01:30:00,1.269776701927185,1.2680538892745972
125,2023-08-14 02:15:00,1.269776701927185,1.2675877809524536
126,2023-08-14 02:30:00,1.269776701927185,1.2673468589782715
127,2023-08-14 03:15:00,1.268343448638916,1.266784906387329
128,2023-08-14 07:15:00,1.2685364484786987,1.2674753665924072
129,2023-08-14 07:30:00,1.2685526609420776,1.2674753665924072
130,2023-08-14 08:00:00,1.2689712047576904,1.2671220302581787
131,2023-08-14 08:15:00,1.269083857536316,1.2671220302581787
132,2023-08-14 08:30:00,1.269244909286499,1.2671220302581787
133,2023-08-14 08:45:00,1.269615650177002,1.2683112621307373
134,2023-08-14 09:30:00,1.27048659324646,1.2683112621307373
135,2023-08-14 09:45:00,1.2707288265228271,1.2683112621307373
136,2023-08-14 11:00:00,1.270825743675232,1.268890619277954
137,2023-08-14 11:15:00,1.270938754081726,1.268890619277954
138,2023-08-14 11:30:00,1.2711325883865356,1.268890619277954
139,2023-08-14 11:45:00,1.2714558839797974,1.268890619277954
140,2023-08-14 13:00:00,1.2702122926712036,1.2675074338912964
141,2023-08-14 13:15:00,1.2702122926712036,1.2669132947921753
142,2023-08-14 13:30:00,1.2702122926712036,1.2655344009399414
143,2023-08-14 13:45:00,1.2702122926712036,1.2645902633666992
144,2023-08-14 14:15:00,1.2702122926712036,1.26385498046875
145,2023-08-14 14:30:00,1.2702122926712036,1.262833595275879
146,2023-08-14 14:45:00,1.2702122926712036,1.2619092464447021
147,2023-08-14 17:45:00,1.27068030834198,1.2619092464447021
148,2023-08-15 07:00:00,1.271779179573059,1.2681503295898438
149,2023-08-15 10:30:00,1.2720218896865845,1.2698090076446533
150,2023-08-15 10:45:00,1.2729448080062866,1.2698090076446533
151,2023-08-15 13:30:00,1.2729448080062866,1.2683112621307373
152,2023-08-15 14:00:00,1.2738043069839478,1.2683112621307373
153,2023-08-15 14:15:00,1.2739177942276,1.2683112621307373
154,2023-08-15 15:30:00,1.2743399143218994,1.2683112621307373
155,2023-08-15 15:45:00,1.2750060558319092,1.2683112621307373
156,2023-08-15 16:00:00,1.2752825021743774,1.2683112621307373
157,2023-08-16 09:15:00,1.2754939794540405,1.272782802581787
158,2023-08-16 09:30:00,1.276535987854004,1.272782802581787
159,2023-08-16 10:15:00,1.2766011953353882,1.272782802581787
160,2023-08-16 13:45:00,1.2748597860336304,1.2722808122634888
161,2023-08-16 14:00:00,1.2748597860336304,1.2720704078674316
162,2023-08-16 14:30:00,1.275363802909851,1.2720704078674316
163,2023-08-16 15:00:00,1.2755916118621826,1.2720704078674316
164,2023-08-16 15:15:00,1.275982141494751,1.2720704078674316
165,2023-08-16 15:30:00,1.2759984731674194,1.2720704078674316
166,2023-08-16 20:00:00,1.2750385999679565,1.2714881896972656
167,2023-08-16 20:15:00,1.2750385999679565,1.2713103294372559
168,2023-08-17 02:30:00,1.2733014822006226,1.2712942361831665
169,2023-08-17 05:00:00,1.2722970247268677,1.2712780237197876
170,2023-08-17 05:45:00,1.2723455429077148,1.2712780237197876
171,2023-08-17 06:00:00,1.2724913358688354,1.2712780237197876
172,2023-08-17 06:15:00,1.2726207971572876,1.2712780237197876
173,2023-08-17 07:00:00,1.2728151082992554,1.271779179573059
174,2023-08-17 07:15:00,1.27304208278656,1.271779179573059
175,2023-08-17 07:30:00,1.2741613388061523,1.271779179573059
176,2023-08-17 08:00:00,1.2741774320602417,1.271779179573059
177,2023-08-17 09:45:00,1.2741613388061523,1.271358847618103
178,2023-08-17 10:00:00,1.2741613388061523,1.270405888557434
179,2023-08-17 11:15:00,1.274843454360962,1.270405888557434
180,2023-08-17 11:30:00,1.2755916118621826,1.270405888557434
181,2023-08-17 12:15:00,1.2756078243255615,1.270405888557434
182,2023-08-17 12:30:00,1.2760310173034668,1.270405888557434
183,2023-08-17 12:45:00,1.2764219045639038,1.270405888557434
184,2023-08-17 13:00:00,1.2767804861068726,1.270405888557434
185,2023-08-17 13:15:00,1.27681303024292,1.275738000869751
186,2023-08-17 13:30:00,1.2779879570007324,1.275738000869751
187,2023-08-17 14:00:00,1.2780042886734009,1.275738000869751
188,2023-08-17 14:15:00,1.2787723541259766,1.275738000869751
189,2023-08-17 15:00:00,1.2787723541259766,1.2756078243255615
190,2023-08-17 15:15:00,1.2787723541259766,1.275136113166809
191,2023-08-17 15:30:00,1.2787723541259766,1.2747135162353516
192,2023-08-17 16:15:00,1.2787723541259766,1.2745510339736938
193,2023-08-17 16:30:00,1.2787723541259766,1.2742424011230469
194,2023-08-17 16:45:00,1.2787723541259766,1.2739177942276
195,2023-08-17 18:45:00,1.2765523195266724,1.2739015817642212
196,2023-08-17 19:00:00,1.2765523195266724,1.2733663320541382
197,2023-08-17 19:15:00,1.2765523195266724,1.273123025894165
198,2023-08-17 19:30:00,1.2765523195266724,1.27289617061615
199,2023-08-17 19:45:00,1.2765523195266724,1.2728476524353027
200,2023-08-17 20:00:00,1.2765523195266724,1.272782802581787
201,2023-08-18 03:00:00,1.2765686511993408,1.272782802581787
202,2023-08-18 07:00:00,1.275298833847046,1.27273428440094
203,2023-08-18 07:30:00,1.275298833847046,1.2714719772338867
204,2023-08-18 07:45:00,1.275298833847046,1.2708741426467896
205,2023-08-18 10:15:00,1.27304208278656,1.2707933187484741
206,2023-08-18 11:00:00,1.2737717628479004,1.2707933187484741
207,2023-08-18 11:15:00,1.2741613388061523,1.2707933187484741
208,2023-08-18 12:00:00,1.2741613388061523,1.2706319093704224
209,2023-08-18 12:15:00,1.2741613388061523,1.2702605724334717
210,2023-08-18 12:30:00,1.2741613388061523,1.2701960802078247
211,2023-08-18 13:00:00,1.2721998691558838,1.2700670957565308
212,2023-08-18 13:15:00,1.2721998691558838,1.2691644430160522
213,2023-08-18 13:30:00,1.2721998691558838,1.2690516710281372
214,2023-08-18 14:00:00,1.2725722789764404,1.2690516710281372
215,2023-08-18 14:15:00,1.2732527256011963,1.2690516710281372
216,2023-08-18 14:30:00,1.2737069129943848,1.2690516710281372
217,2023-08-18 14:45:00,1.2747135162353516,1.2690516710281372
218,2023-08-18 18:00:00,1.275298833847046,1.2722645998001099
219,2023-08-18 18:45:00,1.2756729125976562,1.2722645998001099
